"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,22.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",309.620526560509,131.23655180752,53.1663322122532
"2",2,18.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",306.005919493088,131.664800978702,42.9263022565603
"3",3,25.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",289.279766471873,139.600692310919,51.5321663656891
"4",4,24.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",262.588924239273,145.899588585345,50.4846086576463
"5",5,23.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",310.786127052332,131.008008654222,67.3031630270234
"6",6,24.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",333.28159302198,118.821947511758,56.8629566811884
"7",7,24.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",326.18334634091,118.833761080969,55.7154619611613
"8",8,25.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",280.492047420363,139.620195346112,53.3266492944915
"9",9,23.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",306.345932987178,131.041750175042,51.6332501627654
"10",10,24.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",269.425777428758,142.818162758346,53.6202454329213
"11",11,22.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",316.777098746427,125.096178562767,55.0237982918073
"12",12,27.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",319.665214086968,127.215244420396,62.3708761044521
"13",13,25.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",309.657751767036,130.695402985367,60.6741793828094
"14",14,23.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",320.009406125587,124.988562388488,49.6452223619714
"15",15,23.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",286.609739995966,139.998426150923,61.6991717811316
"16",16,29.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",261.437440494018,147.783800577877,58.8095548341079
"17",17,21.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",282.949478399894,137.286851066056,51.9838510234013
"18",18,25.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",277.244585300363,142.674107071415,53.6171477837726
"19",19,25.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",286.229556295178,142.703258566559,50.6962869738069
"20",20,26.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",309.990026454251,130.474236011596,55.2069639522478
"21",21,25.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",262.082266958998,148.629068325884,57.6026765102986
"22",22,27.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",285.150320425887,139.275981647464,58.1193020391201
"23",23,26.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",316.468123485245,127.459348100649,65.9133282607374
"24",24,31.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",282.840423936331,138.118360871015,58.0157930108069
"25",25,35.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",265.144069507172,142.920330846661,71.0298108845291
"26",26,31.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",295.879521842986,135.13861060732,61.5486627249218
"27",27,34.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",252.161115076916,146.109015390149,65.0833677209456
"28",28,31.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",279.529680050447,141.275806635998,70.8951137089876
"29",29,32.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",310.55473197905,125.845098103473,55.0271855328713
"30",30,34.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",253.870446979987,149.295813632817,65.9659150831595
"31",31,30.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",304.95670283729,126.554224206745,65.1498250531246
"32",32,32.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",274.732246113623,140.840599498999,52.0568288407638
"33",33,32.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",286.162044084176,137.782505589524,66.4432779671615
"34",34,30.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",285.795677099677,138.295055574567,61.099664237523
"35",35,30.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",257.790545935248,147.460307093522,64.5826768553656
