"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,21.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",308.620526560509,130.23655180752,52.1663322122532
"2",2,17.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",305.005919493088,130.664800978702,41.9263022565603
"3",3,24.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",288.279766471873,138.600692310919,50.5321663656891
"4",4,23.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",261.588924239273,144.899588585345,49.4846086576463
"5",5,22.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",309.786127052332,130.008008654222,66.3031630270234
"6",6,23.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",332.28159302198,117.821947511758,55.8629566811884
"7",7,23.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",325.18334634091,117.833761080969,54.7154619611613
"8",8,24.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",279.492047420363,138.620195346112,52.3266492944915
"9",9,22.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",305.345932987178,130.041750175042,50.6332501627654
"10",10,23.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",268.425777428758,141.818162758346,52.6202454329213
"11",11,21.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",315.777098746427,124.096178562767,54.0237982918073
"12",12,26.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",318.665214086968,126.215244420396,61.3708761044521
"13",13,24.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",308.657751767036,129.695402985367,59.6741793828094
"14",14,22.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",319.009406125587,123.988562388488,48.6452223619714
"15",15,22.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",285.609739995966,138.998426150923,60.6991717811316
"16",16,28.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",260.437440494018,146.783800577877,57.8095548341079
"17",17,20.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",281.949478399894,136.286851066056,50.9838510234013
"18",18,24.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",276.244585300363,141.674107071415,52.6171477837726
"19",19,24.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",285.229556295178,141.703258566559,49.6962869738069
"20",20,25.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",308.990026454251,129.474236011596,54.2069639522478
"21",21,24.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",261.082266958998,147.629068325884,56.6026765102986
"22",22,26.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",284.150320425887,138.275981647464,57.1193020391201
"23",23,25.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",315.468123485245,126.459348100649,64.9133282607374
"24",24,30.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",281.840423936331,137.118360871015,57.0157930108069
"25",25,34.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",264.144069507172,141.920330846661,70.0298108845291
"26",26,30.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",294.879521842986,134.13861060732,60.5486627249218
"27",27,33.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",251.161115076916,145.109015390149,64.0833677209456
"28",28,30.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",278.529680050447,140.275806635998,69.8951137089876
"29",29,31.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",309.55473197905,124.845098103473,54.0271855328713
"30",30,33.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",252.870446979987,148.295813632817,64.9659150831595
"31",31,29.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",303.95670283729,125.554224206745,64.1498250531246
"32",32,31.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",273.732246113623,139.840599498999,51.0568288407638
"33",33,31.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",285.162044084176,136.782505589524,65.4432779671615
"34",34,29.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",284.795677099677,137.295055574567,60.099664237523
"35",35,29.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",256.790545935248,146.460307093522,63.5826768553656
"36",36,29.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",275.035473885578,140.563551915567,33.5115764263262
"37",37,32.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",263.09478212739,142.65908594902,38.4171324434616
"38",38,29.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",300.346220663665,131.445714891326,29.4236528032222
"39",39,32.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",206.141266253129,160.685371745179,39.3512095295259
"40",40,29.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",301.941068586799,125.513740945381,34.1061554114079
"41",41,33.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",256.556183026144,145.261460506656,33.9400170098372
"42",42,32.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",263.924070114461,142.621301314334,33.0057811701279
"43",43,29.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",305.747602958627,131.335443578087,31.8151496608982
"44",44,30.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",296.66281617691,131.272282333548,37.7000487962161
"45",45,29.3217223159936,"Baumschatten",15,"Ratte","helles blaugrün",289.754392863185,134.482358685317,34.4759436687043
"46",46,33.9209409232045,"Baumschatten",19,"Maus","helles blaugrün",257.045297320243,145.059728503962,42.8260658781997
"47",47,28.6128931530035,"Baumschatten",15,"Maus","helles blaugrün",284.662666551682,134.673394960857,34.145530203902
"48",48,26.0968206985963,"Baumschatten",12,"Maus","weißgrün",309.155875475269,126.290645035958,28.5957578425545
"49",49,28.5279318019923,"Baumschatten",14,"Maus","weißgrün",296.053034764841,131.695787050585,34.054163919477
"50",50,31.8150031684875,"Baumschatten",16,"Maus","weißgrün",279.346011738757,136.750517323219,33.1109309936836
"51",51,49.9374253988387,"Baumschatten",29,"Kaninchen","weißgrün",135.709164187607,167.629076774824,56.0563200716288
