"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,14.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",301.620526560509,123.23655180752,45.1663322122532
"2",2,10.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",298.005919493088,123.664800978702,34.9263022565603
"3",3,17.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",281.279766471873,131.600692310919,43.5321663656891
"4",4,16.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",254.588924239273,137.899588585345,42.4846086576463
"5",5,15.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",302.786127052332,123.008008654222,59.3031630270234
"6",6,16.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",325.28159302198,110.821947511758,48.8629566811884
"7",7,16.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",318.18334634091,110.833761080969,47.7154619611613
"8",8,17.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",272.492047420363,131.620195346112,45.3266492944915
"9",9,15.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",298.345932987178,123.041750175042,43.6332501627654
"10",10,16.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",261.425777428758,134.818162758346,45.6202454329213
"11",11,14.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",308.777098746427,117.096178562767,47.0237982918073
"12",12,19.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",311.665214086968,119.215244420396,54.3708761044521
"13",13,17.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",301.657751767036,122.695402985367,52.6741793828094
"14",14,15.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",312.009406125587,116.988562388488,41.6452223619714
"15",15,15.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",278.609739995966,131.998426150923,53.6991717811316
"16",16,21.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",253.437440494018,139.783800577877,50.8095548341079
"17",17,13.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",274.949478399894,129.286851066056,43.9838510234013
"18",18,17.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",269.244585300363,134.674107071415,45.6171477837726
"19",19,17.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",278.229556295178,134.703258566559,42.6962869738069
"20",20,18.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",301.990026454251,122.474236011596,47.2069639522478
"21",21,17.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",254.082266958998,140.629068325884,49.6026765102986
"22",22,19.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",277.150320425887,131.275981647464,50.1193020391201
"23",23,18.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",308.468123485245,119.459348100649,57.9133282607374
"24",24,23.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",274.840423936331,130.118360871015,50.0157930108069
