"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,18.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",305.620526560509,127.23655180752,49.1663322122532
"2",2,14.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",302.005919493088,127.664800978702,38.9263022565603
"3",3,21.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",285.279766471873,135.600692310919,47.5321663656891
"4",4,20.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",258.588924239273,141.899588585345,46.4846086576463
"5",5,19.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",306.786127052332,127.008008654222,63.3031630270234
"6",6,20.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",329.28159302198,114.821947511758,52.8629566811884
"7",7,20.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",322.18334634091,114.833761080969,51.7154619611613
"8",8,21.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",276.492047420363,135.620195346112,49.3266492944915
"9",9,19.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",302.345932987178,127.041750175042,47.6332501627654
"10",10,20.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",265.425777428758,138.818162758346,49.6202454329213
"11",11,18.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",312.777098746427,121.096178562767,51.0237982918073
"12",12,23.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",315.665214086968,123.215244420396,58.3708761044521
"13",13,21.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",305.657751767036,126.695402985367,56.6741793828094
"14",14,19.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",316.009406125587,120.988562388488,45.6452223619714
"15",15,19.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",282.609739995966,135.998426150923,57.6991717811316
"16",16,25.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",257.437440494018,143.783800577877,54.8095548341079
"17",17,17.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",278.949478399894,133.286851066056,47.9838510234013
"18",18,21.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",273.244585300363,138.674107071415,49.6171477837726
"19",19,21.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",282.229556295178,138.703258566559,46.6962869738069
"20",20,22.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",305.990026454251,126.474236011596,51.2069639522478
"21",21,21.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",258.082266958998,144.629068325884,53.6026765102986
"22",22,23.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",281.150320425887,135.275981647464,54.1193020391201
"23",23,22.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",312.468123485245,123.459348100649,61.9133282607374
"24",24,27.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",278.840423936331,134.118360871015,54.0157930108069
"25",25,31.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",261.144069507172,138.920330846661,67.0298108845291
"26",26,27.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",291.879521842986,131.13861060732,57.5486627249218
"27",27,30.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",248.161115076916,142.109015390149,61.0833677209456
"28",28,27.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",275.529680050447,137.275806635998,66.8951137089876
"29",29,28.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",306.55473197905,121.845098103473,51.0271855328713
"30",30,30.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",249.870446979987,145.295813632817,61.9659150831595
"31",31,26.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",300.95670283729,122.554224206745,61.1498250531246
"32",32,28.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",270.732246113623,136.840599498999,48.0568288407638
"33",33,28.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",282.162044084176,133.782505589524,62.4432779671615
"34",34,26.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",281.795677099677,134.295055574567,57.099664237523
"35",35,26.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",253.790545935248,143.460307093522,60.5826768553656
"36",36,26.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",272.035473885578,137.563551915567,30.5115764263262
"37",37,29.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",260.09478212739,139.65908594902,35.4171324434616
"38",38,26.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",297.346220663665,128.445714891326,26.4236528032222
"39",39,29.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",203.141266253129,157.685371745179,36.3512095295259
"40",40,26.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",298.941068586799,122.513740945381,31.1061554114079
"41",41,30.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",253.556183026144,142.261460506656,30.9400170098372
"42",42,29.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",260.924070114461,139.621301314334,30.0057811701279
"43",43,26.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",302.747602958627,128.335443578087,28.8151496608982
"44",44,27.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",293.66281617691,128.272282333548,34.7000487962161
