"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,19.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",306.620526560509,128.23655180752,50.1663322122532
"2",2,15.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",303.005919493088,128.664800978702,39.9263022565603
"3",3,22.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",286.279766471873,136.600692310919,48.5321663656891
"4",4,21.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",259.588924239273,142.899588585345,47.4846086576463
"5",5,20.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",307.786127052332,128.008008654222,64.3031630270234
"6",6,21.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",330.28159302198,115.821947511758,53.8629566811884
"7",7,21.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",323.18334634091,115.833761080969,52.7154619611613
"8",8,22.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",277.492047420363,136.620195346112,50.3266492944915
"9",9,20.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",303.345932987178,128.041750175042,48.6332501627654
"10",10,21.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",266.425777428758,139.818162758346,50.6202454329213
"11",11,19.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",313.777098746427,122.096178562767,52.0237982918073
"12",12,24.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",316.665214086968,124.215244420396,59.3708761044521
"13",13,22.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",306.657751767036,127.695402985367,57.6741793828094
"14",14,20.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",317.009406125587,121.988562388488,46.6452223619714
"15",15,20.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",283.609739995966,136.998426150923,58.6991717811316
"16",16,26.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",258.437440494018,144.783800577877,55.8095548341079
"17",17,18.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",279.949478399894,134.286851066056,48.9838510234013
"18",18,22.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",274.244585300363,139.674107071415,50.6171477837726
"19",19,22.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",283.229556295178,139.703258566559,47.6962869738069
"20",20,23.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",306.990026454251,127.474236011596,52.2069639522478
"21",21,22.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",259.082266958998,145.629068325884,54.6026765102986
"22",22,24.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",282.150320425887,136.275981647464,55.1193020391201
"23",23,23.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",313.468123485245,124.459348100649,62.9133282607374
"24",24,28.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",279.840423936331,135.118360871015,55.0157930108069
