"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,15.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",302.620526560509,124.23655180752,46.1663322122532
"2",2,11.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",299.005919493088,124.664800978702,35.9263022565603
"3",3,18.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",282.279766471873,132.600692310919,44.5321663656891
"4",4,17.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",255.588924239273,138.899588585345,43.4846086576463
"5",5,16.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",303.786127052332,124.008008654222,60.3031630270234
"6",6,17.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",326.28159302198,111.821947511758,49.8629566811884
"7",7,17.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",319.18334634091,111.833761080969,48.7154619611613
"8",8,18.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",273.492047420363,132.620195346112,46.3266492944915
"9",9,16.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",299.345932987178,124.041750175042,44.6332501627654
"10",10,17.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",262.425777428758,135.818162758346,46.6202454329213
"11",11,15.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",309.777098746427,118.096178562767,48.0237982918073
"12",12,20.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",312.665214086968,120.215244420396,55.3708761044521
"13",13,18.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",302.657751767036,123.695402985367,53.6741793828094
"14",14,16.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",313.009406125587,117.988562388488,42.6452223619714
"15",15,16.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",279.609739995966,132.998426150923,54.6991717811316
"16",16,22.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",254.437440494018,140.783800577877,51.8095548341079
"17",17,14.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",275.949478399894,130.286851066056,44.9838510234013
"18",18,18.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",270.244585300363,135.674107071415,46.6171477837726
"19",19,18.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",279.229556295178,135.703258566559,43.6962869738069
"20",20,19.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",302.990026454251,123.474236011596,48.2069639522478
"21",21,18.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",255.082266958998,141.629068325884,50.6026765102986
"22",22,20.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",278.150320425887,132.275981647464,51.1193020391201
"23",23,19.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",309.468123485245,120.459348100649,58.9133282607374
"24",24,24.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",275.840423936331,131.118360871015,51.0157930108069
"25",25,28.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",258.144069507172,135.920330846661,64.0298108845291
"26",26,24.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",288.879521842986,128.13861060732,54.5486627249218
"27",27,27.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",245.161115076916,139.109015390149,58.0833677209456
"28",28,24.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",272.529680050447,134.275806635998,63.8951137089876
"29",29,25.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",303.55473197905,118.845098103473,48.0271855328713
"30",30,27.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",246.870446979987,142.295813632817,58.9659150831595
"31",31,23.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",297.95670283729,119.554224206745,58.1498250531246
"32",32,25.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",267.732246113623,133.840599498999,45.0568288407638
"33",33,25.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",279.162044084176,130.782505589524,59.4432779671615
"34",34,23.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",278.795677099677,131.295055574567,54.099664237523
"35",35,23.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",250.790545935248,140.460307093522,57.5826768553656
"36",36,23.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",269.035473885578,134.563551915567,27.5115764263262
"37",37,26.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",257.09478212739,136.65908594902,32.4171324434616
"38",38,23.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",294.346220663665,125.445714891326,23.4236528032222
"39",39,26.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",200.141266253129,154.685371745179,33.3512095295259
"40",40,23.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",295.941068586799,119.513740945381,28.1061554114079
"41",41,27.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",250.556183026144,139.261460506656,27.9400170098372
