"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,17.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",304.620526560509,126.23655180752,48.1663322122532
"2",2,13.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",301.005919493088,126.664800978702,37.9263022565603
"3",3,20.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",284.279766471873,134.600692310919,46.5321663656891
"4",4,19.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",257.588924239273,140.899588585345,45.4846086576463
"5",5,18.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",305.786127052332,126.008008654222,62.3031630270234
"6",6,19.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",328.28159302198,113.821947511758,51.8629566811884
"7",7,19.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",321.18334634091,113.833761080969,50.7154619611613
"8",8,20.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",275.492047420363,134.620195346112,48.3266492944915
"9",9,18.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",301.345932987178,126.041750175042,46.6332501627654
"10",10,19.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",264.425777428758,137.818162758346,48.6202454329213
"11",11,17.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",311.777098746427,120.096178562767,50.0237982918073
"12",12,22.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",314.665214086968,122.215244420396,57.3708761044521
"13",13,20.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",304.657751767036,125.695402985367,55.6741793828094
"14",14,18.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",315.009406125587,119.988562388488,44.6452223619714
"15",15,18.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",281.609739995966,134.998426150923,56.6991717811316
"16",16,24.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",256.437440494018,142.783800577877,53.8095548341079
"17",17,16.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",277.949478399894,132.286851066056,46.9838510234013
"18",18,20.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",272.244585300363,137.674107071415,48.6171477837726
"19",19,20.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",281.229556295178,137.703258566559,45.6962869738069
"20",20,21.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",304.990026454251,125.474236011596,50.2069639522478
"21",21,20.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",257.082266958998,143.629068325884,52.6026765102986
"22",22,22.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",280.150320425887,134.275981647464,53.1193020391201
"23",23,21.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",311.468123485245,122.459348100649,60.9133282607374
"24",24,26.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",277.840423936331,133.118360871015,53.0157930108069
