"id","wachstum_in_10d","wachstums_bedingungen","anzahl_tentakel","opfer","farbe","gewicht_g","opfergroesse_cm","wachstum_in_30d"
"1",1,20.0892562823371,"Sonnenlicht",13,"Maus","helles giftgrün",307.620526560509,129.23655180752,51.1663322122532
"2",2,16.6852975131807,"Sonnenlicht",13,"Maus","helles giftgrün",304.005919493088,129.664800978702,40.9263022565603
"3",3,23.6592224721646,"Sonnenlicht",16,"Maus","helles giftgrün",287.279766471873,137.600692310919,49.5321663656891
"4",4,22.1128659678069,"Sonnenlicht",18,"Maus","helles giftgrün",260.588924239273,143.899588585345,48.4846086576463
"5",5,21.5006744485019,"Sonnenlicht",13,"Maus","helles giftgrün",308.786127052332,129.008008654222,65.3031630270234
"6",6,22.5329032988723,"Sonnenlicht",9,"Maus","helles giftgrün",331.28159302198,116.821947511758,54.8629566811884
"7",7,22.469904672347,"Sonnenlicht",9,"Maus","helles giftgrün",324.18334634091,116.833761080969,53.7154619611613
"8",8,23.5636998585081,"Sonnenlicht",16,"Maus","helles giftgrün",278.492047420363,137.620195346112,51.3266492944915
"9",9,21.3033907889493,"Sonnenlicht",13,"Maus","helles giftgrün",304.345932987178,129.041750175042,49.6332501627654
"10",10,22.5530195127387,"Sonnenlicht",17,"Maus","helles giftgrün",267.425777428758,140.818162758346,51.6202454329213
"11",11,20.9776830417141,"Sonnenlicht",11,"Maus","helles giftgrün",314.777098746427,123.096178562767,53.0237982918073
"12",12,25.4261923563095,"Sonnenlicht",12,"Maus","helles giftgrün",317.665214086968,125.215244420396,60.3708761044521
"13",13,23.1888691182281,"Sonnenlicht",13,"Maus","helles giftgrün",307.657751767036,128.695402985367,58.6741793828094
"14",14,21.6128527159204,"Sonnenlicht",11,"Maus","helles giftgrün",318.009406125587,122.988562388488,47.6452223619714
"15",15,21.5560884332423,"Sonnenlicht",16,"Maus","helles giftgrün",284.609739995966,137.998426150923,59.6991717811316
"16",16,27.1899172855209,"Sonnenlicht",19,"Ratte","helles giftgrün",259.437440494018,145.783800577877,56.8095548341079
"17",17,19.7512319491362,"Sonnenlicht",15,"Ratte","helles giftgrün",280.949478399894,135.286851066056,49.9838510234013
"18",18,23.296079264631,"Sonnenlicht",17,"Ratte","helles giftgrün",275.244585300363,140.674107071415,51.6171477837726
"19",19,23.1491010260045,"Sonnenlicht",17,"Ratte","helles giftgrün",284.229556295178,140.703258566559,48.6962869738069
"20",20,24.2630711438252,"Sonnenlicht",13,"Ratte","helles giftgrün",307.990026454251,128.474236011596,53.2069639522478
"21",21,23.5200181169301,"Sonnenlicht",19,"Kaninchen","helles giftgrün",260.082266958998,146.629068325884,55.6026765102986
"22",22,25.1614350795507,"Sonnenlicht",16,"Kaninchen","helles blaugrün",283.150320425887,137.275981647464,56.1193020391201
"23",23,24.3324894295033,"Sonnenlicht",12,"Kaninchen","helles blaugrün",314.468123485245,125.459348100649,63.9133282607374
"24",24,29.6014935790942,"Baumschatten",16,"Kaninchen","helles blaugrün",280.840423936331,136.118360871015,56.0157930108069
"25",25,33.3228618979718,"Baumschatten",18,"Kaninchen","helles blaugrün",263.144069507172,140.920330846661,69.0298108845291
"26",26,29.5325007536329,"Baumschatten",15,"Kaninchen","helles blaugrün",293.879521842986,133.13861060732,59.5486627249218
"27",27,32.7771365184509,"Baumschatten",19,"Kaninchen","helles blaugrün",250.161115076916,144.109015390149,63.0833677209456
"28",28,29.0584831995346,"Baumschatten",17,"Kaninchen","helles blaugrün",277.529680050447,139.275806635998,68.8951137089876
"29",29,30.509841203763,"Baumschatten",12,"Kaninchen","helles blaugrün",308.55473197905,123.845098103473,53.0271855328713
"30",30,32.2236701654869,"Baumschatten",20,"Kaninchen","helles blaugrün",251.870446979987,147.295813632817,63.9659150831595
"31",31,28.0583343390433,"Baumschatten",12,"Kaninchen","helles blaugrün",302.95670283729,124.554224206745,63.1498250531246
"32",32,30.5244585831991,"Baumschatten",17,"Kaninchen","helles blaugrün",272.732246113623,138.840599498999,50.0568288407638
"33",33,30.7122971862155,"Baumschatten",16,"Kaninchen","helles blaugrün",284.162044084176,135.782505589524,64.4432779671615
"34",34,28.9910309547531,"Baumschatten",16,"Ratte","helles blaugrün",283.795677099677,136.295055574567,59.099664237523
"35",35,28.4017858063769,"Baumschatten",19,"Ratte","helles blaugrün",255.790545935248,145.460307093522,62.5826768553656
"36",36,28.0238659724015,"Baumschatten",17,"Ratte","helles blaugrün",274.035473885578,139.563551915567,32.5115764263262
"37",37,31.1058097877663,"Baumschatten",18,"Ratte","helles blaugrün",262.09478212739,141.65908594902,37.4171324434616
"38",38,28.4545752544799,"Baumschatten",14,"Ratte","helles blaugrün",299.346220663665,130.445714891326,28.4236528032222
"39",39,31.0226172009119,"Baumschatten",24,"Ratte","helles blaugrün",205.141266253129,159.685371745179,38.3512095295259
"40",40,28.2071746100971,"Baumschatten",12,"Ratte","helles blaugrün",300.941068586799,124.513740945381,33.1061554114079
"41",41,32.3264849997898,"Baumschatten",19,"Ratte","helles blaugrün",255.556183026144,144.261460506656,32.9400170098372
"42",42,31.2248241003024,"Baumschatten",18,"Ratte","helles blaugrün",262.924070114461,141.621301314334,32.0057811701279
"43",43,28.848718513162,"Baumschatten",14,"Ratte","helles blaugrün",304.747602958627,130.335443578087,30.8151496608982
"44",44,29.0708072419663,"Baumschatten",14,"Ratte","helles blaugrün",295.66281617691,130.272282333548,36.7000487962161
