"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"1",1,"weiß",212,"Yeti","Tourist",660.07,"Hochgebirge","weiblich",1679.39655064431
"2",2,"weiß",176,"Yeti","Tourist",630.44,"Hochgebirge","weiblich",1817.8480250618
"3",3,"weiß",209,"Yeti","Tourist",694.82,"Hochgebirge","weiblich",1668.9650271044
"4",4,"weiß",258,"Yeti","Tourist",786.76,"Hochgebirge","weiblich",1285.22350637591
"5",5,"weiß",242,"Yeti","Tourist",726.2,"Hochgebirge","weiblich",1378.05413383964
"6",6,"weiß",197,"Yeti","Tourist",668,"Hochgebirge","weiblich",1772.63506940949
"7",7,"weiß",236,"Yeti","Tourist",717.52,"Hochgebirge","weiblich",1498.26447705963
"8",8,"weiß",226,"Yeti","Tourist",690.62,"Hochgebirge","weiblich",1539.55681273402
"9",9,"weiß",228,"Yeti","Tourist",691.4,"Hochgebirge","weiblich",1510.45142665092
"10",10,"weiß",243,"Yeti","Tourist",755.03,"Hochgebirge","weiblich",1407.80105929827
"11",11,"weiß",223,"Yeti","Tourist",708.02,"Hochgebirge","weiblich",1561.25673454571
"12",12,"weiß",222,"Yeti","Tourist",697.16,"Hochgebirge","weiblich",1523.21438568719
"13",13,"weiß",244,"Yeti","Tourist",726.41,"Hochgebirge","weiblich",1426.33517070442
"14",14,"weiß",249,"Yeti","Geologe",739.5,"Hochgebirge","unbest.",1379.35876364462
"15",15,"weiß",265,"Yeti","Geologe",778.17,"Hochgebirge","unbest.",1109.49090222589
"16",16,"weiß",236,"Yeti","Geologe",741.39,"Hochgebirge","unbest.",1487.59781993664
"17",17,"weiß",258,"Yeti","Geologe",766.9,"Hochgebirge","unbest.",1287.8107057975
"18",18,"weiß",314,"Yeti","Geologe",868.47,"Hochgebirge","unbest.",372.915650145199
"19",19,"weiß",241,"Yeti","Geologe",742.59,"Hochgebirge","unbest.",1447.98648622317
"20",20,"weiß",229,"Yeti","Geologe",701.96,"Hochgebirge","unbest.",1530.74810809815
"21",21,"weiß",254,"Yeti","Geologe",756.57,"Hochgebirge","unbest.",1339.67599108108
"22",22,"beige",236,"Yeti","Geologe",726.51,"Hochgebirge","unbest.",1490.28446042455
"23",23,"beige",283,"Yeti","Geologe",820.86,"Hochgebirge","unbest.",964.245852612998
"24",24,"beige",171,"Yeti","Geologe",604.08,"Hochgebirge","männlich",1832.36137867508
"25",25,"beige",244,"Yeti","Geologe",765.95,"Hochgebirge","männlich",1359.24182374304
"26",26,"beige",268,"Yeti","Geologe",776.12,"Hochgebirge","männlich",1207.24667735137
"27",27,"beige",280,"Yeti","Geologe",800.02,"Hochgebirge","männlich",1030.74900008137
"28",28,"beige",260,"Yeti","Geologe",778.83,"Hochgebirge","männlich",1223.56096212307
"29",29,"beige",312,"Yeti","Geologe",862.04,"Hochgebirge","männlich",497.907343000647
"30",30,"beige",260,"Yeti","Geologe",767.87,"Hochgebirge","männlich",1236.1791306416
"31",31,"beige",270,"Yeti","Geologe",764.43,"Hochgebirge","männlich",1107.85569815245
"32",32,"beige",235,"Yeti","Biologe",692.73,"Hochgebirge","männlich",1418.56522057201
"33",33,"beige",200,"Yeti","Biologe",642.79,"Hochgebirge","männlich",1735.69154849487
"34",34,"beige",248,"Yeti","Biologe",739.89,"Mittelgebirge","männlich",1389.03786082327
"35",35,"beige",249,"Yeti","Biologe",752.41,"Mittelgebirge","männlich",1284.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",757.35,"Mittelgebirge","männlich",1298.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",804.97,"Mittelgebirge","männlich",1188.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",783.92,"Mittelgebirge","männlich",1197.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",646.8,"Mittelgebirge","männlich",1740.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",694.93,"Mittelgebirge","männlich",1575.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",688.14,"Mittelgebirge","männlich",1593.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",752.26,"Mittelgebirge","männlich",1455.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",798.91,"Mittelgebirge","männlich",964.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",724.89,"Mittelgebirge","männlich",1551.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",704.32,"Mittelgebirge","männlich",1506.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",807.35,"Mittelgebirge","männlich",929.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",883.96,"Mittelgebirge","männlich",648.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",807.91,"Mittelgebirge","männlich",1009.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",807.03,"Mittelgebirge","männlich",940.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",848.42,"Mittelgebirge","männlich",733.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",782.96,"Mittelgebirge","männlich",1095.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",848.58,"Mittelgebirge","männlich",817.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",840.88,"Mittelgebirge","männlich",767.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",813.02,"Mittelgebirge","weiblich",1104.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",791.63,"Mittelgebirge","weiblich",1144.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",704.18,"Mittelgebirge","weiblich",1487.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",848.93,"Mittelgebirge","weiblich",662.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",781.12,"Mittelgebirge","weiblich",1073.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",844.47,"Ebene","weiblich",775.148269908049
