"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"1",1,"weiß",212,"Yeti","Tourist",665.07,"Hochgebirge","weiblich",1684.39655064431
"2",2,"weiß",176,"Yeti","Tourist",635.44,"Hochgebirge","weiblich",1822.8480250618
"3",3,"weiß",209,"Yeti","Tourist",699.82,"Hochgebirge","weiblich",1673.9650271044
"4",4,"weiß",258,"Yeti","Tourist",791.76,"Hochgebirge","weiblich",1290.22350637591
"5",5,"weiß",242,"Yeti","Tourist",731.2,"Hochgebirge","weiblich",1383.05413383964
"6",6,"weiß",197,"Yeti","Tourist",673,"Hochgebirge","weiblich",1777.63506940949
"7",7,"weiß",236,"Yeti","Tourist",722.52,"Hochgebirge","weiblich",1503.26447705963
"8",8,"weiß",226,"Yeti","Tourist",695.62,"Hochgebirge","weiblich",1544.55681273402
"9",9,"weiß",228,"Yeti","Tourist",696.4,"Hochgebirge","weiblich",1515.45142665092
"10",10,"weiß",243,"Yeti","Tourist",760.03,"Hochgebirge","weiblich",1412.80105929827
"11",11,"weiß",223,"Yeti","Tourist",713.02,"Hochgebirge","weiblich",1566.25673454571
"12",12,"weiß",222,"Yeti","Tourist",702.16,"Hochgebirge","weiblich",1528.21438568719
"13",13,"weiß",244,"Yeti","Tourist",731.41,"Hochgebirge","weiblich",1431.33517070442
"14",14,"weiß",249,"Yeti","Geologe",744.5,"Hochgebirge","unbest.",1384.35876364462
"15",15,"weiß",265,"Yeti","Geologe",783.17,"Hochgebirge","unbest.",1114.49090222589
"16",16,"weiß",236,"Yeti","Geologe",746.39,"Hochgebirge","unbest.",1492.59781993664
"17",17,"weiß",258,"Yeti","Geologe",771.9,"Hochgebirge","unbest.",1292.8107057975
"18",18,"weiß",314,"Yeti","Geologe",873.47,"Hochgebirge","unbest.",377.915650145199
"19",19,"weiß",241,"Yeti","Geologe",747.59,"Hochgebirge","unbest.",1452.98648622317
"20",20,"weiß",229,"Yeti","Geologe",706.96,"Hochgebirge","unbest.",1535.74810809815
"21",21,"weiß",254,"Yeti","Geologe",761.57,"Hochgebirge","unbest.",1344.67599108108
"22",22,"beige",236,"Yeti","Geologe",731.51,"Hochgebirge","unbest.",1495.28446042455
"23",23,"beige",283,"Yeti","Geologe",825.86,"Hochgebirge","unbest.",969.245852612998
"24",24,"beige",171,"Yeti","Geologe",609.08,"Hochgebirge","männlich",1837.36137867508
"25",25,"beige",244,"Yeti","Geologe",770.95,"Hochgebirge","männlich",1364.24182374304
"26",26,"beige",268,"Yeti","Geologe",781.12,"Hochgebirge","männlich",1212.24667735137
"27",27,"beige",280,"Yeti","Geologe",805.02,"Hochgebirge","männlich",1035.74900008137
"28",28,"beige",260,"Yeti","Geologe",783.83,"Hochgebirge","männlich",1228.56096212307
"29",29,"beige",312,"Yeti","Geologe",867.04,"Hochgebirge","männlich",502.907343000647
"30",30,"beige",260,"Yeti","Geologe",772.87,"Hochgebirge","männlich",1241.1791306416
"31",31,"beige",270,"Yeti","Geologe",769.43,"Hochgebirge","männlich",1112.85569815245
"32",32,"beige",235,"Yeti","Biologe",697.73,"Hochgebirge","männlich",1423.56522057201
"33",33,"beige",200,"Yeti","Biologe",647.79,"Hochgebirge","männlich",1740.69154849487
"34",34,"beige",248,"Yeti","Biologe",744.89,"Mittelgebirge","männlich",1394.03786082327
"35",35,"beige",249,"Yeti","Biologe",757.41,"Mittelgebirge","männlich",1289.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",762.35,"Mittelgebirge","männlich",1303.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",809.97,"Mittelgebirge","männlich",1193.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",788.92,"Mittelgebirge","männlich",1202.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",651.8,"Mittelgebirge","männlich",1745.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",699.93,"Mittelgebirge","männlich",1580.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",693.14,"Mittelgebirge","männlich",1598.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",757.26,"Mittelgebirge","männlich",1460.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",803.91,"Mittelgebirge","männlich",969.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",729.89,"Mittelgebirge","männlich",1556.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",709.32,"Mittelgebirge","männlich",1511.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",812.35,"Mittelgebirge","männlich",934.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",888.96,"Mittelgebirge","männlich",653.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",812.91,"Mittelgebirge","männlich",1014.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",812.03,"Mittelgebirge","männlich",945.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",853.42,"Mittelgebirge","männlich",738.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",787.96,"Mittelgebirge","männlich",1100.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",853.58,"Mittelgebirge","männlich",822.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",845.88,"Mittelgebirge","männlich",772.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",818.02,"Mittelgebirge","weiblich",1109.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",796.63,"Mittelgebirge","weiblich",1149.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",709.18,"Mittelgebirge","weiblich",1492.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",853.93,"Mittelgebirge","weiblich",667.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",786.12,"Mittelgebirge","weiblich",1078.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",849.47,"Ebene","weiblich",780.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",905.73,"Ebene","weiblich",492.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",821.25,"Ebene","weiblich",1133.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",843.6,"Ebene","weiblich",642.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",866.68,"Ebene","weiblich",774.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",792.59,"Ebene","weiblich",1131.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",719.7,"Ebene","weiblich",1335.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",828.67,"Ebene","weiblich",671.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",804.32,"Ebene","weiblich",1216.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",862.29,"Ebene","weiblich",796.965111512106
"69",69,"dunkelbraun",253,"Bigfoot","Tourist",791.3,"Ebene","weiblich",1287.84902080262
"70",70,"dunkelbraun",255,"Bigfoot","Tourist",762.74,"Ebene","weiblich",1294.6561684818
"71",71,"dunkelbraun",257,"Bigfoot","Tourist",741.14,"Ebene","weiblich",1260.36449545272
"72",72,"dunkelbraun",244,"Bigfoot","Tourist",751.58,"Ebene","weiblich",1341.2157985692
"73",73,"dunkelbraun",278,"Bigfoot","Tourist",795.61,"Ebene","weiblich",1059.68706059362
"74",74,"dunkelbraun",291,"Bigfoot","Tourist",843.72,"Ebene","unbest.",887.536682141355
"75",75,"dunkelbraun",277,"Bigfoot","Tourist",830.75,"Ebene","unbest.",966.753444171623
"76",76,"schwarz",321,"Bigfoot","Geologe",898.53,"Ebene","unbest.",411.326228526777
"77",77,"schwarz",292,"Bigfoot","Geologe",826.5,"Ebene","unbest.",873.629867805518
"78",78,"schwarz",299,"Bigfoot","Geologe",861.1,"Ebene","unbest.",617.857623768722
"79",79,"schwarz",285,"Bigfoot","Geologe",808.03,"Ebene","unbest.",962.202599944831
"80",80,"schwarz",273,"Bigfoot","Geologe",796.92,"Hochgebirge","unbest.",1094.38813848737
"81",81,"schwarz",292,"Bigfoot","Abenteurer",823.02,"Hochgebirge","unbest.",885.30977052386
"82",82,"schwarz",296,"Bigfoot","Abenteurer",797.19,"Hochgebirge","unbest.",807.720895787295
"83",83,"schwarz",311,"Bigfoot","Abenteurer",880.7,"Hochgebirge","unbest.",559.795354156792
