"id","fellfarbe","groesse","art","opfer","gewicht_kg","landschaft","sex","hauerlaenge"
"1",1,"weiß",212,"Yeti","Tourist",668.07,"Hochgebirge","weiblich",1687.39655064431
"2",2,"weiß",176,"Yeti","Tourist",638.44,"Hochgebirge","weiblich",1825.8480250618
"3",3,"weiß",209,"Yeti","Tourist",702.82,"Hochgebirge","weiblich",1676.9650271044
"4",4,"weiß",258,"Yeti","Tourist",794.76,"Hochgebirge","weiblich",1293.22350637591
"5",5,"weiß",242,"Yeti","Tourist",734.2,"Hochgebirge","weiblich",1386.05413383964
"6",6,"weiß",197,"Yeti","Tourist",676,"Hochgebirge","weiblich",1780.63506940949
"7",7,"weiß",236,"Yeti","Tourist",725.52,"Hochgebirge","weiblich",1506.26447705963
"8",8,"weiß",226,"Yeti","Tourist",698.62,"Hochgebirge","weiblich",1547.55681273402
"9",9,"weiß",228,"Yeti","Tourist",699.4,"Hochgebirge","weiblich",1518.45142665092
"10",10,"weiß",243,"Yeti","Tourist",763.03,"Hochgebirge","weiblich",1415.80105929827
"11",11,"weiß",223,"Yeti","Tourist",716.02,"Hochgebirge","weiblich",1569.25673454571
"12",12,"weiß",222,"Yeti","Tourist",705.16,"Hochgebirge","weiblich",1531.21438568719
"13",13,"weiß",244,"Yeti","Tourist",734.41,"Hochgebirge","weiblich",1434.33517070442
"14",14,"weiß",249,"Yeti","Geologe",747.5,"Hochgebirge","unbest.",1387.35876364462
"15",15,"weiß",265,"Yeti","Geologe",786.17,"Hochgebirge","unbest.",1117.49090222589
"16",16,"weiß",236,"Yeti","Geologe",749.39,"Hochgebirge","unbest.",1495.59781993664
"17",17,"weiß",258,"Yeti","Geologe",774.9,"Hochgebirge","unbest.",1295.8107057975
"18",18,"weiß",314,"Yeti","Geologe",876.47,"Hochgebirge","unbest.",380.915650145199
"19",19,"weiß",241,"Yeti","Geologe",750.59,"Hochgebirge","unbest.",1455.98648622317
"20",20,"weiß",229,"Yeti","Geologe",709.96,"Hochgebirge","unbest.",1538.74810809815
"21",21,"weiß",254,"Yeti","Geologe",764.57,"Hochgebirge","unbest.",1347.67599108108
"22",22,"beige",236,"Yeti","Geologe",734.51,"Hochgebirge","unbest.",1498.28446042455
"23",23,"beige",283,"Yeti","Geologe",828.86,"Hochgebirge","unbest.",972.245852612998
"24",24,"beige",171,"Yeti","Geologe",612.08,"Hochgebirge","männlich",1840.36137867508
"25",25,"beige",244,"Yeti","Geologe",773.95,"Hochgebirge","männlich",1367.24182374304
"26",26,"beige",268,"Yeti","Geologe",784.12,"Hochgebirge","männlich",1215.24667735137
"27",27,"beige",280,"Yeti","Geologe",808.02,"Hochgebirge","männlich",1038.74900008137
"28",28,"beige",260,"Yeti","Geologe",786.83,"Hochgebirge","männlich",1231.56096212307
"29",29,"beige",312,"Yeti","Geologe",870.04,"Hochgebirge","männlich",505.907343000647
"30",30,"beige",260,"Yeti","Geologe",775.87,"Hochgebirge","männlich",1244.1791306416
"31",31,"beige",270,"Yeti","Geologe",772.43,"Hochgebirge","männlich",1115.85569815245
"32",32,"beige",235,"Yeti","Biologe",700.73,"Hochgebirge","männlich",1426.56522057201
"33",33,"beige",200,"Yeti","Biologe",650.79,"Hochgebirge","männlich",1743.69154849487
"34",34,"beige",248,"Yeti","Biologe",747.89,"Mittelgebirge","männlich",1397.03786082327
"35",35,"beige",249,"Yeti","Biologe",760.41,"Mittelgebirge","männlich",1292.07417963159
"36",36,"hellbraun",256,"Bigfoot","Biologe",765.35,"Mittelgebirge","männlich",1306.18097489903
"37",37,"hellbraun",267,"Bigfoot","Biologe",812.97,"Mittelgebirge","männlich",1196.10107221139
"38",38,"hellbraun",254,"Bigfoot","Biologe",791.92,"Mittelgebirge","männlich",1205.68354463929
"39",39,"hellbraun",198,"Bigfoot","Biologe",654.8,"Mittelgebirge","männlich",1748.56619326791
"40",40,"hellbraun",223,"Bigfoot","Abenteurer",702.93,"Mittelgebirge","männlich",1583.93355849961
"41",41,"hellbraun",225,"Bigfoot","Abenteurer",696.14,"Mittelgebirge","männlich",1601.09494887474
"42",42,"hellbraun",240,"Bigfoot","Abenteurer",760.26,"Mittelgebirge","männlich",1463.64688944873
"43",43,"dunkelbraun",283,"Yeti","Abenteurer",806.91,"Mittelgebirge","männlich",972.245852612998
"44",44,"dunkelbraun",229,"Yeti","Abenteurer",732.89,"Mittelgebirge","männlich",1559.7027971423
"45",45,"dunkelbraun",227,"Yeti","Abenteurer",712.32,"Mittelgebirge","männlich",1514.39645956416
"46",46,"dunkelbraun",290,"Bigfoot","Abenteurer",815.35,"Mittelgebirge","männlich",937.755907981252
"47",47,"dunkelbraun",307,"Bigfoot","Abenteurer",891.96,"Mittelgebirge","männlich",656.014502844719
"48",48,"dunkelbraun",278,"Bigfoot","Abenteurer",815.91,"Mittelgebirge","männlich",1017.46904121138
"49",49,"dunkelbraun",282,"Bigfoot","Abenteurer",815.03,"Mittelgebirge","männlich",948.530230018602
"50",50,"dunkelbraun",299,"Bigfoot","Abenteurer",856.42,"Mittelgebirge","männlich",741.258235488063
"51",51,"dunkelbraun",271,"Bigfoot","Tourist",790.96,"Mittelgebirge","männlich",1103.8088675909
"52",52,"dunkelbraun",288,"Bigfoot","Tourist",856.58,"Mittelgebirge","männlich",825.018624333237
"53",53,"dunkelbraun",299,"Bigfoot","Tourist",848.88,"Mittelgebirge","männlich",775.389698466359
"54",54,"dunkelbraun",274,"Bigfoot","Tourist",821.02,"Mittelgebirge","weiblich",1112.88133417839
"55",55,"dunkelbraun",262,"Bigfoot","Tourist",799.63,"Mittelgebirge","weiblich",1152.17526673946
"56",56,"dunkelbraun",236,"Bigfoot","Tourist",712.18,"Mittelgebirge","weiblich",1495.59781993664
"57",57,"dunkelbraun",306,"Bigfoot","Tourist",856.93,"Mittelgebirge","weiblich",670.425993338229
"58",58,"dunkelbraun",265,"Bigfoot","Tourist",789.12,"Mittelgebirge","weiblich",1081.42609731537
"59",59,"dunkelbraun",298,"Bigfoot","Tourist",852.47,"Ebene","weiblich",783.148269908049
"60",60,"dunkelbraun",315,"Bigfoot","Tourist",908.73,"Ebene","weiblich",495.489985677088
"61",61,"dunkelbraun",273,"Bigfoot","Tourist",824.25,"Ebene","weiblich",1136.04288080247
"62",62,"dunkelbraun",307,"Bigfoot","Tourist",846.6,"Ebene","weiblich",645.6175756038
"63",63,"dunkelbraun",297,"Bigfoot","Tourist",869.68,"Ebene","weiblich",777.320603384895
"64",64,"dunkelbraun",272,"Bigfoot","Tourist",795.59,"Ebene","weiblich",1134.47833152317
"65",65,"dunkelbraun",247,"Bigfoot","Tourist",722.7,"Ebene","weiblich",1338.27335859814
"66",66,"dunkelbraun",308,"Bigfoot","Tourist",831.67,"Ebene","weiblich",674.718005769335
"67",67,"dunkelbraun",265,"Bigfoot","Tourist",807.32,"Ebene","weiblich",1219.87927632396
"68",68,"dunkelbraun",294,"Bigfoot","Tourist",865.29,"Ebene","weiblich",799.965111512106
