"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,23.2233321805128,10,13.9,"starkes Sonneneinstrahlung",47.393599737156,"hellgrün"
"2",2,24.7519425959773,14,10.7,"starkes Sonneneinstrahlung",31.9087847058341,"hellgrün"
"3",3,26.5240206749544,20,6.2,"starkes Sonneneinstrahlung",46.2462048359406,"hellgrün"
"4",4,20.6861579940077,18,8.6,"starkes Sonneneinstrahlung",38.3386222305642,"hellgrün"
"5",5,27.7472555456103,22,5.4,"starkes Sonneneinstrahlung",33.0656679634854,"hellgrün"
"6",6,25.1677386142965,14,13.1,"starkes Sonneneinstrahlung",43.8319216315126,"hellgrün"
"7",7,24.9165749932605,20,5.3,"starkes Sonneneinstrahlung",34.9386084268372,"hellgrün"
"8",8,26.4658556231962,9,16.4,"starkes Sonneneinstrahlung",42.3918678742005,"dunkelgrün"
"9",9,23.8243265229903,15,6.7,"starkes Sonneneinstrahlung",35.7703209506168,"dunkelgrün"
"10",10,26.2022415001931,18,8.6,"starkes Sonneneinstrahlung",38.2734929208929,"dunkelgrün"
"11",11,24.7142244968358,22,6.7,"starkes Sonneneinstrahlung",45.6211677034971,"dunkelgrün"
"12",12,25.0617721532339,13,12.2,"starkes Sonneneinstrahlung",39.5074294944073,"dunkelgrün"
"13",13,27.8787386119494,16,7.8,"starkes Sonneneinstrahlung",44.1696848087306,"dunkelgrün"
"14",14,24.4732106946672,19,9.9,"starkes Sonneneinstrahlung",40.0109272399392,"dunkelgrün"
"15",15,23.3938589266015,22,6.6,"starkes Sonneneinstrahlung",37.9451501377579,"dunkelgrün"
"16",16,22.9177049072415,17,8.1,"starkes Sonneneinstrahlung",30.2420391498208,"dunkelgrün"
"17",17,25.4156257125986,14,11.5,"starkes Sonneneinstrahlung",39.5779591061687,"dunkelgrün"
"18",18,25.912034022849,17,10.2,"starkes Sonneneinstrahlung",41.8066079259361,"dunkelgrün"
"19",19,26.2155772773716,24,4.4,"starkes Sonneneinstrahlung",25.9633986009615,"dunkelgrün"
"20",20,25.204787444638,9,14.8,"starkes Sonneneinstrahlung",38.6317689634826,"dunkelgrün"
"21",21,23.1076503274302,11,13,"starkes Sonneneinstrahlung",41.9327004402247,"dunkelgrün"
"22",22,26.1448782982118,23,3.6,"starkes Sonneneinstrahlung",28.3718041113378,"dunkelgrün"
"23",23,26.3224313069365,14,13.3,"starkes Sonneneinstrahlung",46.671765979173,"dunkelgrün"
"24",24,33.5620397571258,16,10.2,"starkes Sonneneinstrahlung",42.4823556143568,"dunkelgrün"
"25",25,32.601281265555,16,11.6,"starkes Sonneneinstrahlung",41.6097316779684,"dunkelgrün"
"26",26,32.1434637889823,11,17.8,"Halbschatten",55.0341914794221,"dunkelgrün"
"27",27,33.1738541872745,11,9.1,"Halbschatten",39.8806570157085,"dunkelgrün"
"28",28,33.7881157034006,14,15.4,"Halbschatten",40.4471681371655,"dunkelgrün"
"29",29,30.3891714296779,18,5.2,"Halbschatten",31.8706774502654,"graugrün"
"30",30,33.6963646250483,11,13.8,"Halbschatten",44.958829345842,"graugrün"
"31",31,31.462968319615,9,12,"Halbschatten",47.5941440371236,"graugrün"
"32",32,31.1451474844702,20,9.8,"Halbschatten",40.9353393715408,"graugrün"
"33",33,36.0941419764867,15,12.1,"Halbschatten",43.542702423461,"graugrün"
"34",34,33.2945839095596,12,14.9,"Halbschatten",42.8044352914719,"graugrün"
"35",35,32.7856912517132,9,14.8,"Halbschatten",48.8442276964649,"graugrün"
"36",36,31.9073320284866,12,10.9,"Halbschatten",17.3205414396899,"graugrün"
"37",37,33.5748171412715,10,13.1,"Halbschatten",20.205798040269,"graugrün"
"38",38,28.8098372588928,12,10.8,"Halbschatten",20.3258523308848,"graugrün"
"39",39,31.191111537771,14,12.5,"Halbschatten",19.3852548566401,"graugrün"
"40",40,32.8748046666853,18,8.4,"Halbschatten",10.8641101140065,"graugrün"
"41",41,31.9608968343745,15,9.7,"Halbschatten",9.64868297015979,"graugrün"
"42",42,32.8063968382671,18,8,"Halbschatten",11.6225890966513,"graugrün"
"43",43,36.7359811952041,14,12.8,"Halbschatten",24.2117160983686,"graugrün"
"44",44,33.1187156606399,14,13.1,"Halbschatten",19.1098953064303,"dunkelgrün"
"45",45,34.9368544616927,14,11.8,"Halbschatten",21.5357946174891,"dunkelgrün"
"46",46,31.7700769377996,15,13.5,"Halbschatten",16.3028850546485,"dunkelgrün"
"47",47,33.2382629814614,12,9.2,"Halbschatten",15.0103651266524,"dunkelgrün"
"48",48,33.4652960637531,16,12.7,"Halbschatten",14.7238583929018,"dunkelgrün"
"49",49,34.1109677733556,17,8.5,"Schatten",13.8527982987565,"hellgrün"
"50",50,35.3342133845739,17,4.4,"Schatten",13.451072266068,"hellgrün"
"51",51,51.9563665087508,18,10.6,"Schatten",9.79757919146111,"hellgrün"
"52",52,54.509515178842,11,12.7,"Schatten",20.1094946127598,"hellgrün"
"53",53,52.0562038273936,19,10.1,"Schatten",14.9183192853085,"hellgrün"
"54",54,49.3014151585927,16,9.5,"Schatten",12.0181984088192,"hellgrün"
"55",55,53.6501788819035,13,12.3,"Schatten",15.5781770752579,"hellgrün"
"56",56,54.1316596623402,20,9.8,"Schatten",10.9474354464469,"hellgrün"
"57",57,54.248782699443,21,4.9,"Schatten",7.64335022929058,"hellgrün"
"58",58,54.741907059522,15,7.7,"Schatten",16.9251810895684,"hellgrün"
"59",59,53.3784917681301,18,4.8,"Schatten",4.51335704950072,"hellgrün"
"60",60,50.3630276352849,9,15.2,"Schatten",19.3279176087917,"hellgrün"
"61",61,54.5303668644823,15,11.2,"Schatten",15.9215816799295,"hellgrün"
"62",62,54.4626819507655,11,13.4,"Schatten",17.0501422882175,"hellgrün"
"63",63,53.680157905279,10,8.5,"Schatten",15.1386533823542,"hellgrün"
"64",64,55.3501239058924,21,7.7,"Schatten",15.2762119563973,"hellgrün"
"65",65,49.5194846803563,19,6.2,"Schatten",12.7466181392886,"hellgrün"
"66",66,53.6579800441149,17,12.5,"Schatten",14.0761871708229,"hellgrün"
"67",67,51.3958153006438,7,14,"Schatten",22.3317725783594,"hellgrün"
"68",68,51.7657751492106,11,11.9,"Schatten",15.804269011624,"hellgrün"
"69",69,53.7916672106484,18,7.6,"Schatten",17.3567216397412,"hellgrün"
"70",70,51.1862711076614,15,9.6,"Schatten",7.94703452392349,"hellgrün"
"71",71,49.740201269184,16,8.1,"Schatten",14.5051805199485,"hellgrün"
"72",72,54.8838330276033,16,12,"Schatten",23.0724656032851,"hellgrün"
"73",73,53.1787381709637,15,11.4,"Schatten",12.8196168658615,"hellgrün"
"74",74,57.8788247390701,17,9.1,"Schatten",13.0487176017255,"hellgrün"
"75",75,55.5735537314822,15,10.5,"Schatten",19.0685344166071,"hellgrün"
"76",76,40.4869499874609,19,9,"Schatten",18.7342004994743,"hellgrün"
"77",77,38.6217469246816,20,11.1,"Schatten",14.1873894609527,"hellgrün"
"78",78,39.2470288362718,8,12.9,"Schatten",16.1522925267007,"hellgrün"
"79",79,40.8900191085879,10,13.7,"künstliches Licht",10.7030329832657,"hellgrün"
"80",80,36.2604133409614,9,14,"künstliches Licht",18.55924691318,"hellgrün"
"81",81,40.8502396906735,12,12.5,"künstliches Licht",14.148376002795,"hellgrün"
"82",82,37.8909761216945,14,11.1,"künstliches Licht",17.7643955837309,"hellgrün"
"83",83,37.2276233502926,20,6.6,"künstliches Licht",12.9641450748258,"hellgrün"
"84",84,42.0706684075058,16,8.9,"künstliches Licht",11.7738735617783,"hellgrün"
"85",85,42.986972550846,7,12,"künstliches Licht",17.0595879959649,"hellgrün"
"86",86,39.6750441871937,15,13.2,"künstliches Licht",19.9957407924304,"hellgrün"
"87",87,38.7502540577445,21,8.4,"künstliches Licht",11.2644182707889,"hellgrün"
"88",88,40.0808338309846,14,14.3,"künstliches Licht",22.2495117659163,"hellgrün"
"89",89,45.7550668214286,21,4.2,"künstliches Licht",10.0139917640295,"graugrün"
"90",90,39.6404005032863,15,9.2,"künstliches Licht",14.0871311575945,"graugrün"
"91",91,40.8588649494911,14,13.4,"künstliches Licht",19.8438615439487,"graugrün"
"92",92,40.3692179241666,24,4.4,"künstliches Licht",8.44959844256717,"graugrün"
"93",93,39.0639119969628,17,11.8,"künstliches Licht",19.6066564711487,"graugrün"
"94",94,39.6055714803112,16,12.5,"künstliches Licht",18.6979363585313,"graugrün"
"95",95,39.8353443337946,6,13.8,"künstliches Licht",19.9283406991983,"graugrün"
"96",96,43.797741683663,27,4.9,"künstliches Licht",10.4896300158478,"graugrün"
"97",97,38.3155128817445,16,7.9,"künstliches Licht",16.9911869697187,"graugrün"
"98",98,39.5626282143271,21,8.4,"künstliches Licht",19.2166919387479,"graugrün"
"99",99,39.7132721392703,16,10.4,"künstliches Licht",21.5419337076211,"graugrün"
"100",100,38.6179113058101,15,10,"künstliches Licht",14.2838443946486,"graugrün"
