"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,20.2233321805128,10,10.9,"starkes Sonneneinstrahlung",44.393599737156,"hellgrün"
"2",2,21.7519425959773,14,7.7,"starkes Sonneneinstrahlung",28.9087847058341,"hellgrün"
"3",3,23.5240206749544,20,3.2,"starkes Sonneneinstrahlung",43.2462048359406,"hellgrün"
"4",4,17.6861579940077,18,5.6,"starkes Sonneneinstrahlung",35.3386222305642,"hellgrün"
"5",5,24.7472555456103,22,2.4,"starkes Sonneneinstrahlung",30.0656679634854,"hellgrün"
"6",6,22.1677386142965,14,10.1,"starkes Sonneneinstrahlung",40.8319216315126,"hellgrün"
"7",7,21.9165749932605,20,2.3,"starkes Sonneneinstrahlung",31.9386084268372,"hellgrün"
"8",8,23.4658556231962,9,13.4,"starkes Sonneneinstrahlung",39.3918678742005,"dunkelgrün"
"9",9,20.8243265229903,15,3.7,"starkes Sonneneinstrahlung",32.7703209506168,"dunkelgrün"
"10",10,23.2022415001931,18,5.6,"starkes Sonneneinstrahlung",35.2734929208929,"dunkelgrün"
"11",11,21.7142244968358,22,3.7,"starkes Sonneneinstrahlung",42.6211677034971,"dunkelgrün"
"12",12,22.0617721532339,13,9.2,"starkes Sonneneinstrahlung",36.5074294944073,"dunkelgrün"
"13",13,24.8787386119494,16,4.8,"starkes Sonneneinstrahlung",41.1696848087306,"dunkelgrün"
"14",14,21.4732106946672,19,6.9,"starkes Sonneneinstrahlung",37.0109272399392,"dunkelgrün"
"15",15,20.3938589266015,22,3.6,"starkes Sonneneinstrahlung",34.9451501377579,"dunkelgrün"
"16",16,19.9177049072415,17,5.1,"starkes Sonneneinstrahlung",27.2420391498208,"dunkelgrün"
"17",17,22.4156257125986,14,8.5,"starkes Sonneneinstrahlung",36.5779591061687,"dunkelgrün"
"18",18,22.912034022849,17,7.2,"starkes Sonneneinstrahlung",38.8066079259361,"dunkelgrün"
"19",19,23.2155772773716,24,1.4,"starkes Sonneneinstrahlung",22.9633986009615,"dunkelgrün"
"20",20,22.204787444638,9,11.8,"starkes Sonneneinstrahlung",35.6317689634826,"dunkelgrün"
"21",21,20.1076503274302,11,10,"starkes Sonneneinstrahlung",38.9327004402247,"dunkelgrün"
"22",22,23.1448782982118,23,0.6,"starkes Sonneneinstrahlung",25.3718041113378,"dunkelgrün"
"23",23,23.3224313069365,14,10.3,"starkes Sonneneinstrahlung",43.671765979173,"dunkelgrün"
"24",24,30.5620397571258,16,7.2,"starkes Sonneneinstrahlung",39.4823556143568,"dunkelgrün"
"25",25,29.601281265555,16,8.6,"starkes Sonneneinstrahlung",38.6097316779684,"dunkelgrün"
"26",26,29.1434637889823,11,14.8,"Halbschatten",52.0341914794221,"dunkelgrün"
"27",27,30.1738541872745,11,6.1,"Halbschatten",36.8806570157085,"dunkelgrün"
"28",28,30.7881157034006,14,12.4,"Halbschatten",37.4471681371655,"dunkelgrün"
"29",29,27.3891714296779,18,2.2,"Halbschatten",28.8706774502654,"graugrün"
"30",30,30.6963646250483,11,10.8,"Halbschatten",41.958829345842,"graugrün"
"31",31,28.462968319615,9,9,"Halbschatten",44.5941440371236,"graugrün"
"32",32,28.1451474844702,20,6.8,"Halbschatten",37.9353393715408,"graugrün"
"33",33,33.0941419764867,15,9.1,"Halbschatten",40.542702423461,"graugrün"
"34",34,30.2945839095596,12,11.9,"Halbschatten",39.8044352914719,"graugrün"
