"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,21.2233321805128,10,11.9,"starkes Sonneneinstrahlung",45.393599737156,"hellgrün"
"2",2,22.7519425959773,14,8.7,"starkes Sonneneinstrahlung",29.9087847058341,"hellgrün"
"3",3,24.5240206749544,20,4.2,"starkes Sonneneinstrahlung",44.2462048359406,"hellgrün"
"4",4,18.6861579940077,18,6.6,"starkes Sonneneinstrahlung",36.3386222305642,"hellgrün"
"5",5,25.7472555456103,22,3.4,"starkes Sonneneinstrahlung",31.0656679634854,"hellgrün"
"6",6,23.1677386142965,14,11.1,"starkes Sonneneinstrahlung",41.8319216315126,"hellgrün"
"7",7,22.9165749932605,20,3.3,"starkes Sonneneinstrahlung",32.9386084268372,"hellgrün"
"8",8,24.4658556231962,9,14.4,"starkes Sonneneinstrahlung",40.3918678742005,"dunkelgrün"
"9",9,21.8243265229903,15,4.7,"starkes Sonneneinstrahlung",33.7703209506168,"dunkelgrün"
"10",10,24.2022415001931,18,6.6,"starkes Sonneneinstrahlung",36.2734929208929,"dunkelgrün"
"11",11,22.7142244968358,22,4.7,"starkes Sonneneinstrahlung",43.6211677034971,"dunkelgrün"
"12",12,23.0617721532339,13,10.2,"starkes Sonneneinstrahlung",37.5074294944073,"dunkelgrün"
"13",13,25.8787386119494,16,5.8,"starkes Sonneneinstrahlung",42.1696848087306,"dunkelgrün"
"14",14,22.4732106946672,19,7.9,"starkes Sonneneinstrahlung",38.0109272399392,"dunkelgrün"
"15",15,21.3938589266015,22,4.6,"starkes Sonneneinstrahlung",35.9451501377579,"dunkelgrün"
"16",16,20.9177049072415,17,6.1,"starkes Sonneneinstrahlung",28.2420391498208,"dunkelgrün"
"17",17,23.4156257125986,14,9.5,"starkes Sonneneinstrahlung",37.5779591061687,"dunkelgrün"
"18",18,23.912034022849,17,8.2,"starkes Sonneneinstrahlung",39.8066079259361,"dunkelgrün"
"19",19,24.2155772773716,24,2.4,"starkes Sonneneinstrahlung",23.9633986009615,"dunkelgrün"
"20",20,23.204787444638,9,12.8,"starkes Sonneneinstrahlung",36.6317689634826,"dunkelgrün"
"21",21,21.1076503274302,11,11,"starkes Sonneneinstrahlung",39.9327004402247,"dunkelgrün"
