"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,24.2233321805128,10,14.9,"starkes Sonneneinstrahlung",48.393599737156,"hellgrün"
"2",2,25.7519425959773,14,11.7,"starkes Sonneneinstrahlung",32.9087847058341,"hellgrün"
"3",3,27.5240206749544,20,7.2,"starkes Sonneneinstrahlung",47.2462048359406,"hellgrün"
"4",4,21.6861579940077,18,9.6,"starkes Sonneneinstrahlung",39.3386222305642,"hellgrün"
"5",5,28.7472555456103,22,6.4,"starkes Sonneneinstrahlung",34.0656679634854,"hellgrün"
"6",6,26.1677386142965,14,14.1,"starkes Sonneneinstrahlung",44.8319216315126,"hellgrün"
"7",7,25.9165749932605,20,6.3,"starkes Sonneneinstrahlung",35.9386084268372,"hellgrün"
"8",8,27.4658556231962,9,17.4,"starkes Sonneneinstrahlung",43.3918678742005,"dunkelgrün"
"9",9,24.8243265229903,15,7.7,"starkes Sonneneinstrahlung",36.7703209506168,"dunkelgrün"
"10",10,27.2022415001931,18,9.6,"starkes Sonneneinstrahlung",39.2734929208929,"dunkelgrün"
"11",11,25.7142244968358,22,7.7,"starkes Sonneneinstrahlung",46.6211677034971,"dunkelgrün"
"12",12,26.0617721532339,13,13.2,"starkes Sonneneinstrahlung",40.5074294944073,"dunkelgrün"
"13",13,28.8787386119494,16,8.8,"starkes Sonneneinstrahlung",45.1696848087306,"dunkelgrün"
"14",14,25.4732106946672,19,10.9,"starkes Sonneneinstrahlung",41.0109272399392,"dunkelgrün"
"15",15,24.3938589266015,22,7.6,"starkes Sonneneinstrahlung",38.9451501377579,"dunkelgrün"
"16",16,23.9177049072415,17,9.1,"starkes Sonneneinstrahlung",31.2420391498208,"dunkelgrün"
"17",17,26.4156257125986,14,12.5,"starkes Sonneneinstrahlung",40.5779591061687,"dunkelgrün"
"18",18,26.912034022849,17,11.2,"starkes Sonneneinstrahlung",42.8066079259361,"dunkelgrün"
"19",19,27.2155772773716,24,5.4,"starkes Sonneneinstrahlung",26.9633986009615,"dunkelgrün"
"20",20,26.204787444638,9,15.8,"starkes Sonneneinstrahlung",39.6317689634826,"dunkelgrün"
"21",21,24.1076503274302,11,14,"starkes Sonneneinstrahlung",42.9327004402247,"dunkelgrün"
"22",22,27.1448782982118,23,4.6,"starkes Sonneneinstrahlung",29.3718041113378,"dunkelgrün"
"23",23,27.3224313069365,14,14.3,"starkes Sonneneinstrahlung",47.671765979173,"dunkelgrün"
"24",24,34.5620397571258,16,11.2,"starkes Sonneneinstrahlung",43.4823556143568,"dunkelgrün"
"25",25,33.601281265555,16,12.6,"starkes Sonneneinstrahlung",42.6097316779684,"dunkelgrün"
"26",26,33.1434637889823,11,18.8,"Halbschatten",56.0341914794221,"dunkelgrün"
"27",27,34.1738541872745,11,10.1,"Halbschatten",40.8806570157085,"dunkelgrün"
"28",28,34.7881157034006,14,16.4,"Halbschatten",41.4471681371655,"dunkelgrün"
"29",29,31.3891714296779,18,6.2,"Halbschatten",32.8706774502654,"graugrün"
"30",30,34.6963646250483,11,14.8,"Halbschatten",45.958829345842,"graugrün"
"31",31,32.462968319615,9,13,"Halbschatten",48.5941440371236,"graugrün"
"32",32,32.1451474844702,20,10.8,"Halbschatten",41.9353393715408,"graugrün"
"33",33,37.0941419764867,15,13.1,"Halbschatten",44.542702423461,"graugrün"
"34",34,34.2945839095596,12,15.9,"Halbschatten",43.8044352914719,"graugrün"
"35",35,33.7856912517132,9,15.8,"Halbschatten",49.8442276964649,"graugrün"
"36",36,32.9073320284866,12,11.9,"Halbschatten",18.3205414396899,"graugrün"
"37",37,34.5748171412715,10,14.1,"Halbschatten",21.205798040269,"graugrün"
"38",38,29.8098372588928,12,11.8,"Halbschatten",21.3258523308848,"graugrün"
"39",39,32.191111537771,14,13.5,"Halbschatten",20.3852548566401,"graugrün"
"40",40,33.8748046666853,18,9.4,"Halbschatten",11.8641101140065,"graugrün"
"41",41,32.9608968343745,15,10.7,"Halbschatten",10.6486829701598,"graugrün"
"42",42,33.8063968382671,18,9,"Halbschatten",12.6225890966513,"graugrün"
"43",43,37.7359811952041,14,13.8,"Halbschatten",25.2117160983686,"graugrün"
"44",44,34.1187156606399,14,14.1,"Halbschatten",20.1098953064303,"dunkelgrün"
"45",45,35.9368544616927,14,12.8,"Halbschatten",22.5357946174891,"dunkelgrün"
"46",46,32.7700769377996,15,14.5,"Halbschatten",17.3028850546485,"dunkelgrün"
"47",47,34.2382629814614,12,10.2,"Halbschatten",16.0103651266524,"dunkelgrün"
"48",48,34.4652960637531,16,13.7,"Halbschatten",15.7238583929018,"dunkelgrün"
"49",49,35.1109677733556,17,9.5,"Schatten",14.8527982987565,"hellgrün"
"50",50,36.3342133845739,17,5.4,"Schatten",14.451072266068,"hellgrün"
"51",51,52.9563665087508,18,11.6,"Schatten",10.7975791914611,"hellgrün"
"52",52,55.509515178842,11,13.7,"Schatten",21.1094946127598,"hellgrün"
"53",53,53.0562038273936,19,11.1,"Schatten",15.9183192853085,"hellgrün"
"54",54,50.3014151585927,16,10.5,"Schatten",13.0181984088192,"hellgrün"
"55",55,54.6501788819035,13,13.3,"Schatten",16.5781770752579,"hellgrün"
"56",56,55.1316596623402,20,10.8,"Schatten",11.9474354464469,"hellgrün"
"57",57,55.248782699443,21,5.9,"Schatten",8.64335022929058,"hellgrün"
"58",58,55.741907059522,15,8.7,"Schatten",17.9251810895684,"hellgrün"
"59",59,54.3784917681301,18,5.8,"Schatten",5.51335704950072,"hellgrün"
"60",60,51.3630276352849,9,16.2,"Schatten",20.3279176087917,"hellgrün"
"61",61,55.5303668644823,15,12.2,"Schatten",16.9215816799295,"hellgrün"
"62",62,55.4626819507655,11,14.4,"Schatten",18.0501422882175,"hellgrün"
"63",63,54.680157905279,10,9.5,"Schatten",16.1386533823542,"hellgrün"
"64",64,56.3501239058924,21,8.7,"Schatten",16.2762119563973,"hellgrün"
"65",65,50.5194846803563,19,7.2,"Schatten",13.7466181392886,"hellgrün"
"66",66,54.6579800441149,17,13.5,"Schatten",15.0761871708229,"hellgrün"
"67",67,52.3958153006438,7,15,"Schatten",23.3317725783594,"hellgrün"
"68",68,52.7657751492106,11,12.9,"Schatten",16.804269011624,"hellgrün"
"69",69,54.7916672106484,18,8.6,"Schatten",18.3567216397412,"hellgrün"
"70",70,52.1862711076614,15,10.6,"Schatten",8.94703452392349,"hellgrün"
"71",71,50.740201269184,16,9.1,"Schatten",15.5051805199485,"hellgrün"
"72",72,55.8838330276033,16,13,"Schatten",24.0724656032851,"hellgrün"
"73",73,54.1787381709637,15,12.4,"Schatten",13.8196168658615,"hellgrün"
"74",74,58.8788247390701,17,10.1,"Schatten",14.0487176017255,"hellgrün"
"75",75,56.5735537314822,15,11.5,"Schatten",20.0685344166071,"hellgrün"
"76",76,41.4869499874609,19,10,"Schatten",19.7342004994743,"hellgrün"
"77",77,39.6217469246816,20,12.1,"Schatten",15.1873894609527,"hellgrün"
"78",78,40.2470288362718,8,13.9,"Schatten",17.1522925267007,"hellgrün"
"79",79,41.8900191085879,10,14.7,"künstliches Licht",11.7030329832657,"hellgrün"
"80",80,37.2604133409614,9,15,"künstliches Licht",19.55924691318,"hellgrün"
"81",81,41.8502396906735,12,13.5,"künstliches Licht",15.148376002795,"hellgrün"
"82",82,38.8909761216945,14,12.1,"künstliches Licht",18.7643955837309,"hellgrün"
"83",83,38.2276233502926,20,7.6,"künstliches Licht",13.9641450748258,"hellgrün"
"84",84,43.0706684075058,16,9.9,"künstliches Licht",12.7738735617783,"hellgrün"
"85",85,43.986972550846,7,13,"künstliches Licht",18.0595879959649,"hellgrün"
"86",86,40.6750441871937,15,14.2,"künstliches Licht",20.9957407924304,"hellgrün"
"87",87,39.7502540577445,21,9.4,"künstliches Licht",12.2644182707889,"hellgrün"
"88",88,41.0808338309846,14,15.3,"künstliches Licht",23.2495117659163,"hellgrün"
"89",89,46.7550668214286,21,5.2,"künstliches Licht",11.0139917640295,"graugrün"
"90",90,40.6404005032863,15,10.2,"künstliches Licht",15.0871311575945,"graugrün"
"91",91,41.8588649494911,14,14.4,"künstliches Licht",20.8438615439487,"graugrün"
"92",92,41.3692179241666,24,5.4,"künstliches Licht",9.44959844256717,"graugrün"
"93",93,40.0639119969628,17,12.8,"künstliches Licht",20.6066564711487,"graugrün"
"94",94,40.6055714803112,16,13.5,"künstliches Licht",19.6979363585313,"graugrün"
"95",95,40.8353443337946,6,14.8,"künstliches Licht",20.9283406991983,"graugrün"
"96",96,44.797741683663,27,5.9,"künstliches Licht",11.4896300158478,"graugrün"
"97",97,39.3155128817445,16,8.9,"künstliches Licht",17.9911869697187,"graugrün"
"98",98,40.5626282143271,21,9.4,"künstliches Licht",20.2166919387479,"graugrün"
"99",99,40.7132721392703,16,11.4,"künstliches Licht",22.5419337076211,"graugrün"
"100",100,39.6179113058101,15,11,"künstliches Licht",15.2838443946486,"graugrün"
