"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,27.2233321805128,10,17.9,"starkes Sonneneinstrahlung",51.393599737156,"hellgrün"
"2",2,28.7519425959773,14,14.7,"starkes Sonneneinstrahlung",35.9087847058341,"hellgrün"
"3",3,30.5240206749544,20,10.2,"starkes Sonneneinstrahlung",50.2462048359406,"hellgrün"
"4",4,24.6861579940077,18,12.6,"starkes Sonneneinstrahlung",42.3386222305642,"hellgrün"
"5",5,31.7472555456103,22,9.4,"starkes Sonneneinstrahlung",37.0656679634854,"hellgrün"
"6",6,29.1677386142965,14,17.1,"starkes Sonneneinstrahlung",47.8319216315126,"hellgrün"
"7",7,28.9165749932605,20,9.3,"starkes Sonneneinstrahlung",38.9386084268372,"hellgrün"
"8",8,30.4658556231962,9,20.4,"starkes Sonneneinstrahlung",46.3918678742005,"dunkelgrün"
"9",9,27.8243265229903,15,10.7,"starkes Sonneneinstrahlung",39.7703209506168,"dunkelgrün"
"10",10,30.2022415001931,18,12.6,"starkes Sonneneinstrahlung",42.2734929208929,"dunkelgrün"
"11",11,28.7142244968358,22,10.7,"starkes Sonneneinstrahlung",49.6211677034971,"dunkelgrün"
"12",12,29.0617721532339,13,16.2,"starkes Sonneneinstrahlung",43.5074294944073,"dunkelgrün"
"13",13,31.8787386119494,16,11.8,"starkes Sonneneinstrahlung",48.1696848087306,"dunkelgrün"
"14",14,28.4732106946672,19,13.9,"starkes Sonneneinstrahlung",44.0109272399392,"dunkelgrün"
"15",15,27.3938589266015,22,10.6,"starkes Sonneneinstrahlung",41.9451501377579,"dunkelgrün"
"16",16,26.9177049072415,17,12.1,"starkes Sonneneinstrahlung",34.2420391498208,"dunkelgrün"
"17",17,29.4156257125986,14,15.5,"starkes Sonneneinstrahlung",43.5779591061687,"dunkelgrün"
"18",18,29.912034022849,17,14.2,"starkes Sonneneinstrahlung",45.8066079259361,"dunkelgrün"
"19",19,30.2155772773716,24,8.4,"starkes Sonneneinstrahlung",29.9633986009615,"dunkelgrün"
"20",20,29.204787444638,9,18.8,"starkes Sonneneinstrahlung",42.6317689634826,"dunkelgrün"
"21",21,27.1076503274302,11,17,"starkes Sonneneinstrahlung",45.9327004402247,"dunkelgrün"
"22",22,30.1448782982118,23,7.6,"starkes Sonneneinstrahlung",32.3718041113378,"dunkelgrün"
"23",23,30.3224313069365,14,17.3,"starkes Sonneneinstrahlung",50.671765979173,"dunkelgrün"
"24",24,37.5620397571258,16,14.2,"starkes Sonneneinstrahlung",46.4823556143568,"dunkelgrün"
