"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,22.2233321805128,10,12.9,"starkes Sonneneinstrahlung",46.393599737156,"hellgrün"
"2",2,23.7519425959773,14,9.7,"starkes Sonneneinstrahlung",30.9087847058341,"hellgrün"
"3",3,25.5240206749544,20,5.2,"starkes Sonneneinstrahlung",45.2462048359406,"hellgrün"
"4",4,19.6861579940077,18,7.6,"starkes Sonneneinstrahlung",37.3386222305642,"hellgrün"
"5",5,26.7472555456103,22,4.4,"starkes Sonneneinstrahlung",32.0656679634854,"hellgrün"
"6",6,24.1677386142965,14,12.1,"starkes Sonneneinstrahlung",42.8319216315126,"hellgrün"
"7",7,23.9165749932605,20,4.3,"starkes Sonneneinstrahlung",33.9386084268372,"hellgrün"
"8",8,25.4658556231962,9,15.4,"starkes Sonneneinstrahlung",41.3918678742005,"dunkelgrün"
"9",9,22.8243265229903,15,5.7,"starkes Sonneneinstrahlung",34.7703209506168,"dunkelgrün"
"10",10,25.2022415001931,18,7.6,"starkes Sonneneinstrahlung",37.2734929208929,"dunkelgrün"
"11",11,23.7142244968358,22,5.7,"starkes Sonneneinstrahlung",44.6211677034971,"dunkelgrün"
"12",12,24.0617721532339,13,11.2,"starkes Sonneneinstrahlung",38.5074294944073,"dunkelgrün"
"13",13,26.8787386119494,16,6.8,"starkes Sonneneinstrahlung",43.1696848087306,"dunkelgrün"
"14",14,23.4732106946672,19,8.9,"starkes Sonneneinstrahlung",39.0109272399392,"dunkelgrün"
"15",15,22.3938589266015,22,5.6,"starkes Sonneneinstrahlung",36.9451501377579,"dunkelgrün"
"16",16,21.9177049072415,17,7.1,"starkes Sonneneinstrahlung",29.2420391498208,"dunkelgrün"
"17",17,24.4156257125986,14,10.5,"starkes Sonneneinstrahlung",38.5779591061687,"dunkelgrün"
"18",18,24.912034022849,17,9.2,"starkes Sonneneinstrahlung",40.8066079259361,"dunkelgrün"
"19",19,25.2155772773716,24,3.4,"starkes Sonneneinstrahlung",24.9633986009615,"dunkelgrün"
"20",20,24.204787444638,9,13.8,"starkes Sonneneinstrahlung",37.6317689634826,"dunkelgrün"
"21",21,22.1076503274302,11,12,"starkes Sonneneinstrahlung",40.9327004402247,"dunkelgrün"
"22",22,25.1448782982118,23,2.6,"starkes Sonneneinstrahlung",27.3718041113378,"dunkelgrün"
"23",23,25.3224313069365,14,12.3,"starkes Sonneneinstrahlung",45.671765979173,"dunkelgrün"
"24",24,32.5620397571258,16,9.2,"starkes Sonneneinstrahlung",41.4823556143568,"dunkelgrün"
"25",25,31.601281265555,16,10.6,"starkes Sonneneinstrahlung",40.6097316779684,"dunkelgrün"
"26",26,31.1434637889823,11,16.8,"Halbschatten",54.0341914794221,"dunkelgrün"
"27",27,32.1738541872745,11,8.1,"Halbschatten",38.8806570157085,"dunkelgrün"
"28",28,32.7881157034006,14,14.4,"Halbschatten",39.4471681371655,"dunkelgrün"
"29",29,29.3891714296779,18,4.2,"Halbschatten",30.8706774502654,"graugrün"
"30",30,32.6963646250483,11,12.8,"Halbschatten",43.958829345842,"graugrün"
"31",31,30.462968319615,9,11,"Halbschatten",46.5941440371236,"graugrün"
"32",32,30.1451474844702,20,8.8,"Halbschatten",39.9353393715408,"graugrün"
"33",33,35.0941419764867,15,11.1,"Halbschatten",42.542702423461,"graugrün"
"34",34,32.2945839095596,12,13.9,"Halbschatten",41.8044352914719,"graugrün"
"35",35,31.7856912517132,9,13.8,"Halbschatten",47.8442276964649,"graugrün"
"36",36,30.9073320284866,12,9.9,"Halbschatten",16.3205414396899,"graugrün"
"37",37,32.5748171412715,10,12.1,"Halbschatten",19.205798040269,"graugrün"
"38",38,27.8098372588928,12,9.8,"Halbschatten",19.3258523308848,"graugrün"
"39",39,30.191111537771,14,11.5,"Halbschatten",18.3852548566401,"graugrün"
"40",40,31.8748046666853,18,7.4,"Halbschatten",9.86411011400648,"graugrün"
"41",41,30.9608968343745,15,8.7,"Halbschatten",8.64868297015979,"graugrün"
"42",42,31.8063968382671,18,7,"Halbschatten",10.6225890966513,"graugrün"
"43",43,35.7359811952041,14,11.8,"Halbschatten",23.2117160983686,"graugrün"
"44",44,32.1187156606399,14,12.1,"Halbschatten",18.1098953064303,"dunkelgrün"
"45",45,33.9368544616927,14,10.8,"Halbschatten",20.5357946174891,"dunkelgrün"
"46",46,30.7700769377996,15,12.5,"Halbschatten",15.3028850546485,"dunkelgrün"
"47",47,32.2382629814614,12,8.2,"Halbschatten",14.0103651266524,"dunkelgrün"
"48",48,32.4652960637531,16,11.7,"Halbschatten",13.7238583929018,"dunkelgrün"
"49",49,33.1109677733556,17,7.5,"Schatten",12.8527982987565,"hellgrün"
"50",50,34.3342133845739,17,3.4,"Schatten",12.451072266068,"hellgrün"
"51",51,50.9563665087508,18,9.6,"Schatten",8.79757919146111,"hellgrün"
"52",52,53.509515178842,11,11.7,"Schatten",19.1094946127598,"hellgrün"
"53",53,51.0562038273936,19,9.1,"Schatten",13.9183192853085,"hellgrün"
"54",54,48.3014151585927,16,8.5,"Schatten",11.0181984088192,"hellgrün"
"55",55,52.6501788819035,13,11.3,"Schatten",14.5781770752579,"hellgrün"
"56",56,53.1316596623402,20,8.8,"Schatten",9.94743544644686,"hellgrün"
"57",57,53.248782699443,21,3.9,"Schatten",6.64335022929058,"hellgrün"
"58",58,53.741907059522,15,6.7,"Schatten",15.9251810895684,"hellgrün"
"59",59,52.3784917681301,18,3.8,"Schatten",3.51335704950072,"hellgrün"
"60",60,49.3630276352849,9,14.2,"Schatten",18.3279176087917,"hellgrün"
"61",61,53.5303668644823,15,10.2,"Schatten",14.9215816799295,"hellgrün"
"62",62,53.4626819507655,11,12.4,"Schatten",16.0501422882175,"hellgrün"
"63",63,52.680157905279,10,7.5,"Schatten",14.1386533823542,"hellgrün"
"64",64,54.3501239058924,21,6.7,"Schatten",14.2762119563973,"hellgrün"
"65",65,48.5194846803563,19,5.2,"Schatten",11.7466181392886,"hellgrün"
"66",66,52.6579800441149,17,11.5,"Schatten",13.0761871708229,"hellgrün"
"67",67,50.3958153006438,7,13,"Schatten",21.3317725783594,"hellgrün"
"68",68,50.7657751492106,11,10.9,"Schatten",14.804269011624,"hellgrün"
"69",69,52.7916672106484,18,6.6,"Schatten",16.3567216397412,"hellgrün"
"70",70,50.1862711076614,15,8.6,"Schatten",6.94703452392349,"hellgrün"
"71",71,48.740201269184,16,7.1,"Schatten",13.5051805199485,"hellgrün"
"72",72,53.8838330276033,16,11,"Schatten",22.0724656032851,"hellgrün"
"73",73,52.1787381709637,15,10.4,"Schatten",11.8196168658615,"hellgrün"
"74",74,56.8788247390701,17,8.1,"Schatten",12.0487176017255,"hellgrün"
"75",75,54.5735537314822,15,9.5,"Schatten",18.0685344166071,"hellgrün"
"76",76,39.4869499874609,19,8,"Schatten",17.7342004994743,"hellgrün"
"77",77,37.6217469246816,20,10.1,"Schatten",13.1873894609527,"hellgrün"
"78",78,38.2470288362718,8,11.9,"Schatten",15.1522925267007,"hellgrün"
"79",79,39.8900191085879,10,12.7,"künstliches Licht",9.70303298326567,"hellgrün"
"80",80,35.2604133409614,9,13,"künstliches Licht",17.55924691318,"hellgrün"
"81",81,39.8502396906735,12,11.5,"künstliches Licht",13.148376002795,"hellgrün"
"82",82,36.8909761216945,14,10.1,"künstliches Licht",16.7643955837309,"hellgrün"
"83",83,36.2276233502926,20,5.6,"künstliches Licht",11.9641450748258,"hellgrün"
"84",84,41.0706684075058,16,7.9,"künstliches Licht",10.7738735617783,"hellgrün"
"85",85,41.986972550846,7,11,"künstliches Licht",16.0595879959649,"hellgrün"
"86",86,38.6750441871937,15,12.2,"künstliches Licht",18.9957407924304,"hellgrün"
"87",87,37.7502540577445,21,7.4,"künstliches Licht",10.2644182707889,"hellgrün"
"88",88,39.0808338309846,14,13.3,"künstliches Licht",21.2495117659163,"hellgrün"
"89",89,44.7550668214286,21,3.2,"künstliches Licht",9.01399176402951,"graugrün"
"90",90,38.6404005032863,15,8.2,"künstliches Licht",13.0871311575945,"graugrün"
"91",91,39.8588649494911,14,12.4,"künstliches Licht",18.8438615439487,"graugrün"
"92",92,39.3692179241666,24,3.4,"künstliches Licht",7.44959844256717,"graugrün"
"93",93,38.0639119969628,17,10.8,"künstliches Licht",18.6066564711487,"graugrün"
"94",94,38.6055714803112,16,11.5,"künstliches Licht",17.6979363585313,"graugrün"
"95",95,38.8353443337946,6,12.8,"künstliches Licht",18.9283406991983,"graugrün"
"96",96,42.797741683663,27,3.9,"künstliches Licht",9.48963001584776,"graugrün"
"97",97,37.3155128817445,16,6.9,"künstliches Licht",15.9911869697187,"graugrün"
"98",98,38.5626282143271,21,7.4,"künstliches Licht",18.2166919387479,"graugrün"
"99",99,38.7132721392703,16,9.4,"künstliches Licht",20.5419337076211,"graugrün"
"100",100,37.6179113058101,15,9,"künstliches Licht",13.2838443946486,"graugrün"
