"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,17.2233321805128,10,7.9,"starkes Sonneneinstrahlung",41.393599737156,"hellgrün"
"2",2,18.7519425959773,14,4.7,"starkes Sonneneinstrahlung",25.9087847058341,"hellgrün"
"3",3,20.5240206749544,20,0.2,"starkes Sonneneinstrahlung",40.2462048359406,"hellgrün"
"4",4,14.6861579940077,18,2.6,"starkes Sonneneinstrahlung",32.3386222305642,"hellgrün"
"5",5,21.7472555456103,22,-0.6,"starkes Sonneneinstrahlung",27.0656679634854,"hellgrün"
"6",6,19.1677386142965,14,7.1,"starkes Sonneneinstrahlung",37.8319216315126,"hellgrün"
"7",7,18.9165749932605,20,-0.7,"starkes Sonneneinstrahlung",28.9386084268372,"hellgrün"
"8",8,20.4658556231962,9,10.4,"starkes Sonneneinstrahlung",36.3918678742005,"dunkelgrün"
"9",9,17.8243265229903,15,0.7,"starkes Sonneneinstrahlung",29.7703209506168,"dunkelgrün"
"10",10,20.2022415001931,18,2.6,"starkes Sonneneinstrahlung",32.2734929208929,"dunkelgrün"
"11",11,18.7142244968358,22,0.7,"starkes Sonneneinstrahlung",39.6211677034971,"dunkelgrün"
"12",12,19.0617721532339,13,6.2,"starkes Sonneneinstrahlung",33.5074294944073,"dunkelgrün"
"13",13,21.8787386119494,16,1.8,"starkes Sonneneinstrahlung",38.1696848087306,"dunkelgrün"
"14",14,18.4732106946672,19,3.9,"starkes Sonneneinstrahlung",34.0109272399392,"dunkelgrün"
"15",15,17.3938589266015,22,0.6,"starkes Sonneneinstrahlung",31.9451501377579,"dunkelgrün"
"16",16,16.9177049072415,17,2.1,"starkes Sonneneinstrahlung",24.2420391498208,"dunkelgrün"
"17",17,19.4156257125986,14,5.5,"starkes Sonneneinstrahlung",33.5779591061687,"dunkelgrün"
"18",18,19.912034022849,17,4.2,"starkes Sonneneinstrahlung",35.8066079259361,"dunkelgrün"
"19",19,20.2155772773716,24,-1.6,"starkes Sonneneinstrahlung",19.9633986009615,"dunkelgrün"
"20",20,19.204787444638,9,8.8,"starkes Sonneneinstrahlung",32.6317689634826,"dunkelgrün"
"21",21,17.1076503274302,11,7,"starkes Sonneneinstrahlung",35.9327004402247,"dunkelgrün"
"22",22,20.1448782982118,23,-2.4,"starkes Sonneneinstrahlung",22.3718041113378,"dunkelgrün"
"23",23,20.3224313069365,14,7.3,"starkes Sonneneinstrahlung",40.671765979173,"dunkelgrün"
"24",24,27.5620397571258,16,4.2,"starkes Sonneneinstrahlung",36.4823556143568,"dunkelgrün"
"25",25,26.601281265555,16,5.6,"starkes Sonneneinstrahlung",35.6097316779684,"dunkelgrün"
"26",26,26.1434637889823,11,11.8,"Halbschatten",49.0341914794221,"dunkelgrün"
"27",27,27.1738541872745,11,3.1,"Halbschatten",33.8806570157085,"dunkelgrün"
"28",28,27.7881157034006,14,9.4,"Halbschatten",34.4471681371655,"dunkelgrün"
"29",29,24.3891714296779,18,-0.8,"Halbschatten",25.8706774502654,"graugrün"
"30",30,27.6963646250483,11,7.8,"Halbschatten",38.958829345842,"graugrün"
"31",31,25.462968319615,9,6,"Halbschatten",41.5941440371236,"graugrün"
"32",32,25.1451474844702,20,3.8,"Halbschatten",34.9353393715408,"graugrün"
"33",33,30.0941419764867,15,6.1,"Halbschatten",37.542702423461,"graugrün"
"34",34,27.2945839095596,12,8.9,"Halbschatten",36.8044352914719,"graugrün"
"35",35,26.7856912517132,9,8.8,"Halbschatten",42.8442276964649,"graugrün"
"36",36,25.9073320284866,12,4.9,"Halbschatten",11.3205414396899,"graugrün"
"37",37,27.5748171412715,10,7.1,"Halbschatten",14.205798040269,"graugrün"
"38",38,22.8098372588928,12,4.8,"Halbschatten",14.3258523308848,"graugrün"
"39",39,25.191111537771,14,6.5,"Halbschatten",13.3852548566401,"graugrün"
"40",40,26.8748046666853,18,2.4,"Halbschatten",4.86411011400648,"graugrün"
"41",41,25.9608968343745,15,3.7,"Halbschatten",3.64868297015979,"graugrün"
"42",42,26.8063968382671,18,2,"Halbschatten",5.62258909665126,"graugrün"
"43",43,30.7359811952041,14,6.8,"Halbschatten",18.2117160983686,"graugrün"
"44",44,27.1187156606399,14,7.1,"Halbschatten",13.1098953064303,"dunkelgrün"
"45",45,28.9368544616927,14,5.8,"Halbschatten",15.5357946174891,"dunkelgrün"
