"id","fruchtgroesse_mm","ethioningehalt","bewertung_geruch","wachstums_bedingungen","stacheldichte","fruchtfarbe"
"1",1,26.2233321805128,10,16.9,"starkes Sonneneinstrahlung",50.393599737156,"hellgrün"
"2",2,27.7519425959773,14,13.7,"starkes Sonneneinstrahlung",34.9087847058341,"hellgrün"
"3",3,29.5240206749544,20,9.2,"starkes Sonneneinstrahlung",49.2462048359406,"hellgrün"
"4",4,23.6861579940077,18,11.6,"starkes Sonneneinstrahlung",41.3386222305642,"hellgrün"
"5",5,30.7472555456103,22,8.4,"starkes Sonneneinstrahlung",36.0656679634854,"hellgrün"
"6",6,28.1677386142965,14,16.1,"starkes Sonneneinstrahlung",46.8319216315126,"hellgrün"
"7",7,27.9165749932605,20,8.3,"starkes Sonneneinstrahlung",37.9386084268372,"hellgrün"
"8",8,29.4658556231962,9,19.4,"starkes Sonneneinstrahlung",45.3918678742005,"dunkelgrün"
"9",9,26.8243265229903,15,9.7,"starkes Sonneneinstrahlung",38.7703209506168,"dunkelgrün"
"10",10,29.2022415001931,18,11.6,"starkes Sonneneinstrahlung",41.2734929208929,"dunkelgrün"
"11",11,27.7142244968358,22,9.7,"starkes Sonneneinstrahlung",48.6211677034971,"dunkelgrün"
"12",12,28.0617721532339,13,15.2,"starkes Sonneneinstrahlung",42.5074294944073,"dunkelgrün"
"13",13,30.8787386119494,16,10.8,"starkes Sonneneinstrahlung",47.1696848087306,"dunkelgrün"
"14",14,27.4732106946672,19,12.9,"starkes Sonneneinstrahlung",43.0109272399392,"dunkelgrün"
"15",15,26.3938589266015,22,9.6,"starkes Sonneneinstrahlung",40.9451501377579,"dunkelgrün"
"16",16,25.9177049072415,17,11.1,"starkes Sonneneinstrahlung",33.2420391498208,"dunkelgrün"
"17",17,28.4156257125986,14,14.5,"starkes Sonneneinstrahlung",42.5779591061687,"dunkelgrün"
"18",18,28.912034022849,17,13.2,"starkes Sonneneinstrahlung",44.8066079259361,"dunkelgrün"
"19",19,29.2155772773716,24,7.4,"starkes Sonneneinstrahlung",28.9633986009615,"dunkelgrün"
"20",20,28.204787444638,9,17.8,"starkes Sonneneinstrahlung",41.6317689634826,"dunkelgrün"
"21",21,26.1076503274302,11,16,"starkes Sonneneinstrahlung",44.9327004402247,"dunkelgrün"
"22",22,29.1448782982118,23,6.6,"starkes Sonneneinstrahlung",31.3718041113378,"dunkelgrün"
"23",23,29.3224313069365,14,16.3,"starkes Sonneneinstrahlung",49.671765979173,"dunkelgrün"
"24",24,36.5620397571258,16,13.2,"starkes Sonneneinstrahlung",45.4823556143568,"dunkelgrün"
"25",25,35.601281265555,16,14.6,"starkes Sonneneinstrahlung",44.6097316779684,"dunkelgrün"
"26",26,35.1434637889823,11,20.8,"Halbschatten",58.0341914794221,"dunkelgrün"
"27",27,36.1738541872745,11,12.1,"Halbschatten",42.8806570157085,"dunkelgrün"
"28",28,36.7881157034006,14,18.4,"Halbschatten",43.4471681371655,"dunkelgrün"
"29",29,33.3891714296779,18,8.2,"Halbschatten",34.8706774502654,"graugrün"
"30",30,36.6963646250483,11,16.8,"Halbschatten",47.958829345842,"graugrün"
"31",31,34.462968319615,9,15,"Halbschatten",50.5941440371236,"graugrün"
"32",32,34.1451474844702,20,12.8,"Halbschatten",43.9353393715408,"graugrün"
"33",33,39.0941419764867,15,15.1,"Halbschatten",46.542702423461,"graugrün"
"34",34,36.2945839095596,12,17.9,"Halbschatten",45.8044352914719,"graugrün"
"35",35,35.7856912517132,9,17.8,"Halbschatten",51.8442276964649,"graugrün"
"36",36,34.9073320284866,12,13.9,"Halbschatten",20.3205414396899,"graugrün"
"37",37,36.5748171412715,10,16.1,"Halbschatten",23.205798040269,"graugrün"
"38",38,31.8098372588928,12,13.8,"Halbschatten",23.3258523308848,"graugrün"
"39",39,34.191111537771,14,15.5,"Halbschatten",22.3852548566401,"graugrün"
"40",40,35.8748046666853,18,11.4,"Halbschatten",13.8641101140065,"graugrün"
"41",41,34.9608968343745,15,12.7,"Halbschatten",12.6486829701598,"graugrün"
"42",42,35.8063968382671,18,11,"Halbschatten",14.6225890966513,"graugrün"
"43",43,39.7359811952041,14,15.8,"Halbschatten",27.2117160983686,"graugrün"
"44",44,36.1187156606399,14,16.1,"Halbschatten",22.1098953064303,"dunkelgrün"
"45",45,37.9368544616927,14,14.8,"Halbschatten",24.5357946174891,"dunkelgrün"
"46",46,34.7700769377996,15,16.5,"Halbschatten",19.3028850546485,"dunkelgrün"
"47",47,36.2382629814614,12,12.2,"Halbschatten",18.0103651266524,"dunkelgrün"
"48",48,36.4652960637531,16,15.7,"Halbschatten",17.7238583929018,"dunkelgrün"
"49",49,37.1109677733556,17,11.5,"Schatten",16.8527982987565,"hellgrün"
"50",50,38.3342133845739,17,7.4,"Schatten",16.451072266068,"hellgrün"
"51",51,54.9563665087508,18,13.6,"Schatten",12.7975791914611,"hellgrün"
"52",52,57.509515178842,11,15.7,"Schatten",23.1094946127598,"hellgrün"
"53",53,55.0562038273936,19,13.1,"Schatten",17.9183192853085,"hellgrün"
"54",54,52.3014151585927,16,12.5,"Schatten",15.0181984088192,"hellgrün"
"55",55,56.6501788819035,13,15.3,"Schatten",18.5781770752579,"hellgrün"
"56",56,57.1316596623402,20,12.8,"Schatten",13.9474354464469,"hellgrün"
"57",57,57.248782699443,21,7.9,"Schatten",10.6433502292906,"hellgrün"
"58",58,57.741907059522,15,10.7,"Schatten",19.9251810895684,"hellgrün"
"59",59,56.3784917681301,18,7.8,"Schatten",7.51335704950072,"hellgrün"
"60",60,53.3630276352849,9,18.2,"Schatten",22.3279176087917,"hellgrün"
"61",61,57.5303668644823,15,14.2,"Schatten",18.9215816799295,"hellgrün"
"62",62,57.4626819507655,11,16.4,"Schatten",20.0501422882175,"hellgrün"
"63",63,56.680157905279,10,11.5,"Schatten",18.1386533823542,"hellgrün"
"64",64,58.3501239058924,21,10.7,"Schatten",18.2762119563973,"hellgrün"
"65",65,52.5194846803563,19,9.2,"Schatten",15.7466181392886,"hellgrün"
"66",66,56.6579800441149,17,15.5,"Schatten",17.0761871708229,"hellgrün"
"67",67,54.3958153006438,7,17,"Schatten",25.3317725783594,"hellgrün"
"68",68,54.7657751492106,11,14.9,"Schatten",18.804269011624,"hellgrün"
"69",69,56.7916672106484,18,10.6,"Schatten",20.3567216397412,"hellgrün"
"70",70,54.1862711076614,15,12.6,"Schatten",10.9470345239235,"hellgrün"
"71",71,52.740201269184,16,11.1,"Schatten",17.5051805199485,"hellgrün"
"72",72,57.8838330276033,16,15,"Schatten",26.0724656032851,"hellgrün"
"73",73,56.1787381709637,15,14.4,"Schatten",15.8196168658615,"hellgrün"
"74",74,60.8788247390701,17,12.1,"Schatten",16.0487176017255,"hellgrün"
"75",75,58.5735537314822,15,13.5,"Schatten",22.0685344166071,"hellgrün"
"76",76,43.4869499874609,19,12,"Schatten",21.7342004994743,"hellgrün"
"77",77,41.6217469246816,20,14.1,"Schatten",17.1873894609527,"hellgrün"
"78",78,42.2470288362718,8,15.9,"Schatten",19.1522925267007,"hellgrün"
"79",79,43.8900191085879,10,16.7,"künstliches Licht",13.7030329832657,"hellgrün"
"80",80,39.2604133409614,9,17,"künstliches Licht",21.55924691318,"hellgrün"
"81",81,43.8502396906735,12,15.5,"künstliches Licht",17.148376002795,"hellgrün"
"82",82,40.8909761216945,14,14.1,"künstliches Licht",20.7643955837309,"hellgrün"
"83",83,40.2276233502926,20,9.6,"künstliches Licht",15.9641450748258,"hellgrün"
"84",84,45.0706684075058,16,11.9,"künstliches Licht",14.7738735617783,"hellgrün"
"85",85,45.986972550846,7,15,"künstliches Licht",20.0595879959649,"hellgrün"
"86",86,42.6750441871937,15,16.2,"künstliches Licht",22.9957407924304,"hellgrün"
"87",87,41.7502540577445,21,11.4,"künstliches Licht",14.2644182707889,"hellgrün"
"88",88,43.0808338309846,14,17.3,"künstliches Licht",25.2495117659163,"hellgrün"
"89",89,48.7550668214286,21,7.2,"künstliches Licht",13.0139917640295,"graugrün"
"90",90,42.6404005032863,15,12.2,"künstliches Licht",17.0871311575945,"graugrün"
"91",91,43.8588649494911,14,16.4,"künstliches Licht",22.8438615439487,"graugrün"
"92",92,43.3692179241666,24,7.4,"künstliches Licht",11.4495984425672,"graugrün"
"93",93,42.0639119969628,17,14.8,"künstliches Licht",22.6066564711487,"graugrün"
"94",94,42.6055714803112,16,15.5,"künstliches Licht",21.6979363585313,"graugrün"
"95",95,42.8353443337946,6,16.8,"künstliches Licht",22.9283406991983,"graugrün"
"96",96,46.797741683663,27,7.9,"künstliches Licht",13.4896300158478,"graugrün"
"97",97,41.3155128817445,16,10.9,"künstliches Licht",19.9911869697187,"graugrün"
"98",98,42.5626282143271,21,11.4,"künstliches Licht",22.2166919387479,"graugrün"
"99",99,42.7132721392703,16,13.4,"künstliches Licht",24.5419337076211,"graugrün"
"100",100,41.6179113058101,15,13,"künstliches Licht",17.2838443946486,"graugrün"
